shp_iucn_sid,iucn_sid,sciname,presence,subpop,dbf_file,max_depth
133089,133089,Echinophyllia patula,1,NA,CORALS_PART_2.dbf,< 200 m
133090,133090,Leptastrea purpurea,1,NA,CORALS_PART_2.dbf,< 200 m
133093,133093,Alveopora daedalea,1,NA,CORALS_PART_2.dbf,< 200 m
133094,133094,Psammocora nierstraszi,1,NA,CORALS_PART_2.dbf,< 200 m
133095,133095,Pocillopora meandrina,1,NA,CORALS_PART_2.dbf,< 200 m
133096,133096,Porites columnaris,1,NA,CORALS_PART_2.dbf,< 200 m
133097,133097,Pocillopora danae,1,NA,CORALS_PART_2.dbf,< 200 m
133099,133099,Pocillopora elegans,1,NA,CORALS_PART_2.dbf,< 200 m
133101,133101,Goniastrea minuta,1,NA,CORALS_PART_2.dbf,< 200 m
133325,133325,Cyphastrea chalcidicum,1,NA,CORALS_PART_2.dbf,< 200 m
133321,133321,Cyphastrea ocellina,1,NA,CORALS_PART_2.dbf,< 200 m
133323,133323,Coscinaraea monile,1,NA,CORALS_PART_2.dbf,< 200 m
133326,133326,Acanthastrea regularis,1,NA,CORALS_PART_2.dbf,< 200 m
133406,133406,Psammocora haimeana,1,NA,CORALS_PART_2.dbf,< 200 m
133407,133407,Pocillopora eydouxi,1,NA,CORALS_PART_2.dbf,< 200 m
133408,133408,Coscinaraea wellsi,1,NA,CORALS_PART_2.dbf,< 200 m
133335,133335,Mycedium steeni,1,NA,CORALS_PART_2.dbf,< 200 m
133340,133340,Symphyllia wilsoni,1,NA,CORALS_PART_2.dbf,< 200 m
133336,133336,Echinopora tiranensis,1,NA,CORALS_PART_2.dbf,< 200 m
133337,133337,Merulina ampliata,1,NA,CORALS_PART_2.dbf,< 200 m
133339,133339,Alveopora ocellata,1,NA,CORALS_PART_2.dbf,< 200 m
133343,133343,Favites russelli,1,NA,CORALS_PART_2.dbf,< 200 m
133344,133344,Podabacia sinai,1,NA,CORALS_PART_2.dbf,< 200 m
133349,133349,Porites compressa,1,NA,CORALS_PART_2.dbf,< 200 m
133354,133354,Galaxea astreata,1,NA,CORALS_PART_2.dbf,< 200 m
133356,133356,Mycetophyllia ferox,1,NA,CORALS_PART_2.dbf,< 200 m
133357,133357,Goniopora eclipsensis,1,NA,CORALS_PART_2.dbf,< 200 m
133358,133358,Porites napopora,1,NA,CORALS_PART_2.dbf,< 200 m
133364,133364,Stylaraea punctata,1,NA,CORALS_PART_2.dbf,< 200 m
133365,133365,Goniastrea edwardsi,1,NA,CORALS_PART_2.dbf,< 200 m
133366,133366,Acanthastrea lordhowensis,1,NA,CORALS_PART_2.dbf,< 200 m
133368,133368,Goniopora albiconus,1,NA,CORALS_PART_2.dbf,< 200 m
133369,133369,Echinopora robusta,1,NA,CORALS_PART_2.dbf,< 200 m
133370,133370,Porites profundus,1,NA,CORALS_PART_2.dbf,< 200 m
133371,133371,Fungia distorta,1,NA,CORALS_PART_2.dbf,< 200 m
133372,133372,Polyphyllia novaehiberniae,1,NA,CORALS_PART_2.dbf,< 200 m
133373,133373,Montastraea faveolata,1,NA,CORALS_PART_2.dbf,< 200 m
133376,133376,Acanthastrea ishigakiensis,1,NA,CORALS_PART_2.dbf,< 200 m
133377,133377,Diploria clivosa,1,NA,CORALS_PART_2.dbf,< 200 m
133378,133378,Goniopora somaliensis,1,NA,CORALS_PART_2.dbf,< 200 m
133383,133383,Barabattoia laddi,1,NA,CORALS_PART_2.dbf,< 200 m
133386,133386,Acanthastrea rotundoflora,1,NA,CORALS_PART_2.dbf,< 200 m
133388,133388,Pocillopora setichelli,1,NA,CORALS_PART_2.dbf,< 200 m
133389,133389,Siderastrea siderea,1,NA,CORALS_PART_2.dbf,< 200 m
132961,132961,Oculina tenella,1,NA,CORALS_PART_2.dbf,< 200 m
132962,132962,Symphyllia erythraea,1,NA,CORALS_PART_2.dbf,< 200 m
132963,132963,Manicina areolata,1,NA,CORALS_PART_2.dbf,< 200 m
132964,132964,Fungia taiwanensis,1,NA,CORALS_PART_2.dbf,< 200 m
132965,132965,Boninastrea boninensis,1,NA,CORALS_PART_2.dbf,< 200 m
132967,132967,Euphyllia yaeyamaensis,1,NA,CORALS_PART_2.dbf,< 200 m
132968,132968,Halomitra clavator,1,NA,CORALS_PART_2.dbf,< 200 m
132974,132974,Plerogyra discus,1,NA,CORALS_PART_2.dbf,< 200 m
132978,132978,Montastrea magnistellata,1,NA,CORALS_PART_2.dbf,< 200 m
132979,132979,Favites complanata,1,NA,CORALS_PART_2.dbf,< 200 m
132980,132980,Leptoria phrygia,1,NA,CORALS_PART_2.dbf,< 200 m
133390,133390,Seriatopora hystrix,1,NA,CORALS_PART_2.dbf,< 200 m
133391,133391,Goniopora burgosi,1,NA,CORALS_PART_2.dbf,< 200 m
133392,133392,Favia laxa,1,NA,CORALS_PART_2.dbf,< 200 m
133395,133395,Porites porites,1,NA,CORALS_PART_2.dbf,< 200 m
133397,133397,Fungia somervillei,1,NA,CORALS_PART_2.dbf,< 200 m
132861,132861,Calathiscus tantillus,1,NA,CORALS_PART_2.dbf,< 200 m
132864,132864,Fungia costulata,1,NA,CORALS_PART_2.dbf,< 200 m
132936,132936,Favia pallida,1,NA,CORALS_PART_2.dbf,< 200 m
132938,132938,Porites evermanni,1,NA,CORALS_PART_2.dbf,< 200 m
132983,132983,Leptastrea bottae,1,NA,CORALS_PART_2.dbf,< 200 m
132985,132985,Turbinaria radicalis,1,NA,CORALS_PART_2.dbf,< 200 m
132986,132986,Fungia repanda,1,NA,CORALS_PART_2.dbf,< 200 m
132987,132987,Echinopora gemmacea,1,NA,CORALS_PART_2.dbf,< 200 m
133105,133105,Porites murrayensis,1,NA,CORALS_PART_2.dbf,< 200 m
133106,133106,Acanthastrea hillae,1,NA,CORALS_PART_2.dbf,< 200 m
133107,133107,Porites attenuata,1,NA,CORALS_PART_2.dbf,< 200 m
133108,133108,Hydnophora bonsai,1,NA,CORALS_PART_2.dbf,< 200 m
132991,132991,Coscinaraea crassa,1,NA,CORALS_PART_2.dbf,< 200 m
132993,132993,Zoopilus echinatus,1,NA,CORALS_PART_2.dbf,< 200 m
132994,132994,Favites vasta,1,NA,CORALS_PART_2.dbf,< 200 m
132995,132995,Goniopora planulata,1,NA,CORALS_PART_2.dbf,< 200 m
132996,132996,Fungia seychellensis,1,NA,CORALS_PART_2.dbf,< 200 m
132997,132997,Montastrea valenciennesi,1,NA,CORALS_PART_2.dbf,< 200 m
133001,133001,Goniopora pandoraensis,1,NA,CORALS_PART_2.dbf,< 200 m
133002,133002,Seriatopora stellata,1,NA,CORALS_PART_2.dbf,< 200 m
133003,133003,Leptastrea bewickensis,1,NA,CORALS_PART_2.dbf,< 200 m
133004,133004,Simplastrea vesicularis,1,NA,CORALS_PART_2.dbf,< 200 m
133008,133008,Fungia spinifer,1,NA,CORALS_PART_2.dbf,< 200 m
133121,133121,Siderastrea glynni,1,NA,CORALS_PART_2.dbf,< 200 m
133222,133222,Pocillopora damicornis,1,NA,CORALS_PART_2.dbf,< 200 m
133224,133224,Meandrina meandrites,1,NA,CORALS_PART_2.dbf,< 200 m
133225,133225,Euphyllia divisa,1,NA,CORALS_PART_2.dbf,< 200 m
133226,133226,Lobophyllia serratus,1,NA,CORALS_PART_2.dbf,< 200 m
133228,133228,Euphyllia paraglabrescens,1,NA,CORALS_PART_2.dbf,< 200 m
133230,133230,Fungia vaughani,1,NA,CORALS_PART_2.dbf,< 200 m
133231,133231,Diploastrea heliopora,1,NA,CORALS_PART_2.dbf,< 200 m
133232,133232,Goniopora palmensis,1,NA,CORALS_PART_2.dbf,< 200 m
133234,133234,Stylophora danae,1,NA,CORALS_PART_2.dbf,< 200 m
133235,133235,Turbinaria heronensis,1,NA,CORALS_PART_2.dbf,< 200 m
133236,133236,Galaxea paucisepta,1,NA,CORALS_PART_2.dbf,< 200 m
133237,133237,Montastraea cavernosa,1,NA,CORALS_PART_2.dbf,< 200 m
133287,133287,Caulastrea connata,1,NA,CORALS_PART_2.dbf,< 200 m
133289,133289,Euphyllia paraancora,1,NA,CORALS_PART_2.dbf,< 200 m
133290,133290,Favites abdita,1,NA,CORALS_PART_2.dbf,< 200 m
133295,133295,Mycedium umbra,1,NA,CORALS_PART_2.dbf,< 200 m
133296,133296,Porites tuberculosa,1,NA,CORALS_PART_2.dbf,< 200 m
133297,133297,Goniopora savignyi,1,NA,CORALS_PART_2.dbf,< 200 m
133299,133299,Fungia sinensis,1,NA,CORALS_PART_2.dbf,< 200 m
133301,133301,Porites ornata,1,NA,CORALS_PART_2.dbf,< 200 m
133304,133304,Lobophyllia hataii,1,NA,CORALS_PART_2.dbf,< 200 m
133328,133328,Psammocora verrilli,1,NA,CORALS_PART_2.dbf,< 200 m
133329,133329,Porites stephensoni,1,NA,CORALS_PART_2.dbf,< 200 m
133332,133332,Alveopora allingi,1,NA,CORALS_PART_2.dbf,< 200 m
133423,133423,Fungia horrida,1,NA,CORALS_PART_2.dbf,< 200 m
133424,133424,Leptastrea inaequalis,1,NA,CORALS_PART_2.dbf,< 200 m
133425,133425,Solenastrea hyades,1,NA,CORALS_PART_2.dbf,< 200 m
133426,133426,Favia danae,1,NA,CORALS_PART_2.dbf,< 200 m
133428,133428,Coscinaraea columna,1,NA,CORALS_PART_2.dbf,< 200 m
133429,133429,Echinopora horrida,1,NA,CORALS_PART_2.dbf,< 200 m
133430,133430,Porites heronensis,1,NA,CORALS_PART_2.dbf,< 200 m
133435,133435,Seriatopora dendritica,1,NA,CORALS_PART_2.dbf,< 200 m
133436,133436,Dichocoenia stellaris,1,NA,CORALS_PART_2.dbf,< 200 m
133437,133437,Fungia moluccensis,1,NA,CORALS_PART_2.dbf,< 200 m
133456,133456,Physogyra lichtensteini,1,NA,CORALS_PART_2.dbf,< 200 m
133457,133457,Mussa angulosa,1,NA,CORALS_PART_2.dbf,< 200 m
133458,133458,Hydnophora microconos,1,NA,CORALS_PART_2.dbf,< 200 m
133459,133459,Goniopora lobata,1,NA,CORALS_PART_2.dbf,< 200 m
133461,133461,Meandrina braziliensis,1,NA,CORALS_PART_2.dbf,< 200 m
133464,133464,Alveopora excelsa,1,NA,CORALS_PART_2.dbf,< 200 m
133467,133467,Alveopora minuta,1,NA,CORALS_PART_2.dbf,< 200 m
133468,133468,Platygyra daedalea,1,NA,CORALS_PART_2.dbf,< 200 m
133470,133470,Micromussa amakusensis,1,NA,CORALS_PART_2.dbf,< 200 m
133488,133488,Pectinia africanus,1,NA,CORALS_PART_2.dbf,< 200 m
133490,133490,Acanthastrea maxima,1,NA,CORALS_PART_2.dbf,< 200 m
133491,133491,Oulophyllia levis,1,NA,CORALS_PART_2.dbf,< 200 m
133492,133492,Porites rus,1,NA,CORALS_PART_2.dbf,< 200 m
133493,133493,Platygyra ryukyuensis,1,NA,CORALS_PART_2.dbf,< 200 m
133495,133495,Galaxea horrescens,1,NA,CORALS_PART_2.dbf,< 200 m
133496,133496,Porites cylindrica,1,NA,CORALS_PART_2.dbf,< 200 m
133497,133497,Caulastrea echinulata,1,NA,CORALS_PART_2.dbf,< 200 m
133498,133498,Turbinaria peltata,1,NA,CORALS_PART_2.dbf,< 200 m
133499,133499,Porites cocosensis,1,NA,CORALS_PART_2.dbf,< 200 m
133501,133501,Alveopora gigas,1,NA,CORALS_PART_2.dbf,< 200 m
133502,133502,Psammocora superficialis,1,NA,CORALS_PART_2.dbf,< 200 m
133503,133503,Fungia fungites,1,NA,CORALS_PART_2.dbf,< 200 m
133504,133504,Porites furcata,1,NA,CORALS_PART_2.dbf,< 200 m
133506,133506,Cyphastrea hexasepta,1,NA,CORALS_PART_2.dbf,< 200 m
133508,133508,Platygyra acuta,1,NA,CORALS_PART_2.dbf,< 200 m
133509,133509,Podabacia motuporensis,1,NA,CORALS_PART_2.dbf,< 200 m
133515,133515,Goniastrea ramosa,1,NA,CORALS_PART_2.dbf,< 200 m
133516,133516,Favia truncatus,1,NA,CORALS_PART_2.dbf,< 200 m
133517,133517,Lithophyllon ranjithi,1,NA,CORALS_PART_2.dbf,< 200 m
133519,133519,Mycetophyllia danaana,1,NA,CORALS_PART_2.dbf,< 200 m
133523,133523,Alveopora fenestrata,1,NA,CORALS_PART_2.dbf,< 200 m
133526,133526,Seriatopora aculeata,1,NA,CORALS_PART_2.dbf,< 200 m
133527,133527,Mussismilia harttii,1,NA,CORALS_PART_2.dbf,< 200 m
133528,133528,Blastomussa merleti,1,NA,CORALS_PART_2.dbf,< 200 m
133529,133529,Horastrea indica,1,NA,CORALS_PART_2.dbf,< 200 m
133530,133530,Stylophora subseriata,1,NA,CORALS_PART_2.dbf,< 200 m
133533,133533,Oculina robusta,1,NA,CORALS_PART_2.dbf,< 200 m
133545,133545,Paraclavarina triangularis,1,NA,CORALS_PART_2.dbf,< 200 m
133546,133546,Porites latistella,1,NA,CORALS_PART_2.dbf,< 200 m
133549,133549,Porites panamensis,1,NA,CORALS_PART_2.dbf,< 200 m
133551,133551,Lobophyllia corymbosa,1,NA,CORALS_PART_2.dbf,< 200 m
133552,133552,Pocillopora fungiformis,1,NA,CORALS_PART_2.dbf,< 200 m
133554,133554,Echinopora fruticulosa,1,NA,CORALS_PART_2.dbf,< 200 m
133555,133555,Porites deformis,1,NA,CORALS_PART_2.dbf,< 200 m
133557,133557,Acanthastrea brevis,1,NA,CORALS_PART_2.dbf,< 200 m
133559,133559,Mycedium elephantotus,1,NA,CORALS_PART_2.dbf,< 200 m
133560,133560,Goniastrea palauensis,1,NA,CORALS_PART_2.dbf,< 200 m
133561,133561,Porites flavus,1,NA,CORALS_PART_2.dbf,< 200 m
133562,133562,Oxypora convoluta,1,NA,CORALS_PART_2.dbf,< 200 m
133574,133574,Porites pukoensis,1,NA,CORALS_PART_2.dbf,< 200 m
133575,133575,Cladocora arbuscula,1,NA,CORALS_PART_2.dbf,< 200 m
133577,133577,Favites spinosa,1,NA,CORALS_PART_2.dbf,< 200 m
133578,133578,Favites bestae,1,NA,CORALS_PART_2.dbf,< 200 m
133579,133579,Pocillopora molokensis,1,NA,CORALS_PART_2.dbf,< 200 m
133582,133582,Oxypora crassispinosa,1,NA,CORALS_PART_2.dbf,< 200 m
133584,133584,Porites divaricata,1,NA,CORALS_PART_2.dbf,< 200 m
133585,133585,Pseudosiderastrea tayami,1,NA,CORALS_PART_2.dbf,< 200 m
133587,133587,Sandalolitha dentata,1,NA,CORALS_PART_2.dbf,< 200 m
133588,133588,Euphyllia cristata,1,NA,CORALS_PART_2.dbf,< 200 m
133589,133589,Psammocora explanulata,1,NA,CORALS_PART_2.dbf,< 200 m
133590,133590,Siderastrea savignyana,1,NA,CORALS_PART_2.dbf,< 200 m
133613,133613,Porites solida,1,NA,CORALS_PART_2.dbf,< 200 m
133614,133614,Seriatopora guttatus,1,NA,CORALS_PART_2.dbf,< 200 m
133615,133615,Goniopora stutchburyi,1,NA,CORALS_PART_2.dbf,< 200 m
133616,133616,Favia matthaii,1,NA,CORALS_PART_2.dbf,< 200 m
133619,133619,Lobophyllia diminuta,1,NA,CORALS_PART_2.dbf,< 200 m
133620,133620,Australogyra zelli,1,NA,CORALS_PART_2.dbf,< 200 m
133624,133624,Acanthastrea faviaformis,1,NA,CORALS_PART_2.dbf,< 200 m
133627,133627,Goniastrea peresi,1,NA,CORALS_PART_2.dbf,< 200 m
133633,133633,Turbinaria mesenterina,1,NA,CORALS_PART_2.dbf,< 200 m
133634,133634,Goniastrea retiformis,1,NA,CORALS_PART_2.dbf,< 200 m
133511,133511,Oculina patagonica,1,NA,CORALS_PART_2.dbf,< 200 m
133640,133640,Porites monticulosa,1,NA,CORALS_PART_2.dbf,< 200 m
133482,133482,Alveopora spongiosa,1,NA,CORALS_PART_2.dbf,< 200 m
133484,133484,Anomastraea irregularis,1,NA,CORALS_PART_2.dbf,< 200 m
133643,133643,Goniopora sultani,1,NA,CORALS_PART_2.dbf,< 200 m
133692,133692,Parasimplastrea sheppardi,1,NA,CORALS_PART_2.dbf,< 200 m
133693,133693,Sandalolitha robusta,1,NA,CORALS_PART_2.dbf,< 200 m
133694,133694,Pectinia ayleni,1,NA,CORALS_PART_2.dbf,< 200 m
133697,133697,Turbinaria reniformis,1,NA,CORALS_PART_2.dbf,< 200 m
133486,133486,Porites horizontalata,1,NA,CORALS_PART_2.dbf,< 200 m
133538,133538,Herpolitha limax,1,NA,CORALS_PART_2.dbf,< 200 m
133540,133540,Poritipora paliformis,1,NA,CORALS_PART_2.dbf,< 200 m
133542,133542,Leptastrea aequalis,1,NA,CORALS_PART_2.dbf,< 200 m
133543,133543,Porites brighami,1,NA,CORALS_PART_2.dbf,< 200 m
133571,133571,Platygyra carnosus,1,NA,CORALS_PART_2.dbf,< 200 m
133572,133572,Porites echinulata,1,NA,CORALS_PART_2.dbf,< 200 m
133573,133573,Australomussa rowleyensis,1,NA,CORALS_PART_2.dbf,< 200 m
133648,133648,Cyphastrea microphthalma,1,NA,CORALS_PART_2.dbf,< 200 m
133595,133595,Millepora platyphylla,1,NA,CORALS_PART_3.dbf,< 200 m
133603,133603,Millepora murrayi,1,NA,CORALS_PART_3.dbf,< 200 m
133140,133140,Millepora exaesa,1,NA,CORALS_PART_3.dbf,< 200 m
133143,133143,Millepora squarrosa,1,NA,CORALS_PART_3.dbf,< 200 m
133144,133144,Millepora alcicornis,1,NA,CORALS_PART_3.dbf,< 200 m
133193,133193,Heliopora coerulea,1,NA,CORALS_PART_3.dbf,< 200 m
133276,133276,Millepora latifolia,1,NA,CORALS_PART_3.dbf,< 200 m
133042,133042,Millepora complanata,1,NA,CORALS_PART_3.dbf,< 200 m
132975,132975,Millepora tenera,1,NA,CORALS_PART_3.dbf,< 200 m
133300,133300,Millepora boschmai,1,NA,CORALS_PART_3.dbf,< 200 m
133553,133553,Millepora dichotoma,1,NA,CORALS_PART_3.dbf,< 200 m
133612,133612,Millepora foveolata,1,NA,CORALS_PART_3.dbf,< 200 m
133536,133536,Millepora intricata,1,NA,CORALS_PART_3.dbf,< 200 m
188426,188426,Amblypomacentrus clarus,1,NA,DAMSELFISH.dbf,< 200 m
188538,188538,Amphiprion akallopisos,1,NA,DAMSELFISH.dbf,< 200 m
188552,188552,Amphiprion akindynos,1,NA,DAMSELFISH.dbf,< 200 m
188470,188470,Amphiprion allardi,1,NA,DAMSELFISH.dbf,< 200 m
188320,188320,Amphiprion bicinctus,1,NA,DAMSELFISH.dbf,< 200 m
188528,188528,Amblyglyphidodon batunai,1,NA,DAMSELFISH.dbf,< 200 m
188343,188343,Amblyglyphidodon curacao,1,NA,DAMSELFISH.dbf,< 200 m
188560,188560,Amblyglyphidodon flavilatus,1,NA,DAMSELFISH.dbf,< 200 m
188596,188596,Amblyglyphidodon indicus,1,NA,DAMSELFISH.dbf,< 200 m
188445,188445,Amblyglyphidodon leucogaster,1,NA,DAMSELFISH.dbf,< 200 m
188580,188580,Amblyglyphidodon aureus,1,NA,DAMSELFISH.dbf,< 200 m
188474,188474,Amblyglyphidodon melanopterus,1,NA,DAMSELFISH.dbf,< 200 m
188546,188546,Amblyglyphidodon ternatensis,1,NA,DAMSELFISH.dbf,< 200 m
188450,188450,Amblypomacentrus breviceps,1,NA,DAMSELFISH.dbf,< 200 m
188340,188340,Amphiprion perideraion,1,NA,DAMSELFISH.dbf,< 200 m
188579,188579,Amphiprion polymnus,1,NA,DAMSELFISH.dbf,< 200 m
188507,188507,Amphiprion chagosensis,1,NA,DAMSELFISH.dbf,< 200 m
188463,188463,Amphiprion ephippium,1,NA,DAMSELFISH.dbf,< 200 m
188518,188518,Amphiprion frenatus,1,NA,DAMSELFISH.dbf,< 200 m
188508,188508,Amphiprion fuscocaudatus,1,NA,DAMSELFISH.dbf,< 200 m
188491,188491,Amphiprion melanopus,1,NA,DAMSELFISH.dbf,< 200 m
188344,188344,Amphiprion omanensis,1,NA,DAMSELFISH.dbf,< 200 m
188372,188372,Amphiprion percula,1,NA,DAMSELFISH.dbf,< 200 m
188348,188348,Amphiprion rubrocinctus,1,NA,DAMSELFISH.dbf,< 200 m
188620,188620,Amphiprion tricinctus,1,NA,DAMSELFISH.dbf,< 200 m
20724,20724,Stegastes sanctaehelenae,1,NA,DAMSELFISH.dbf,< 200 m
40711,40711,Stegastes sanctipauli,1,NA,DAMSELFISH.dbf,< 200 m
154760,154760,Chromis alpha,1,NA,DAMSELFISH.dbf,< 200 m
155098,155098,Chromis flavicauda,1,NA,DAMSELFISH.dbf,< 200 m
154915,154915,Teixeirichthys jordani,1,NA,DAMSELFISH.dbf,< 200 m
154920,154920,Chrysiptera flavipinnis,1,NA,DAMSELFISH.dbf,< 200 m
154812,154812,Amphiprion sandaracinos,1,NA,DAMSELFISH.dbf,< 200 m
154831,154831,Chromis punctipinnis,1,NA,DAMSELFISH.dbf,< 200 m
188624,188624,Chromis insolata,1,NA,DAMSELFISH.dbf,< 200 m
183963,183963,Stegastes leucorus,1,NA,DAMSELFISH.dbf,< 200 m
183825,183825,Microspathodon dorsalis,1,NA,DAMSELFISH.dbf,< 200 m
188551,188551,Stegastes adustus,1,NA,DAMSELFISH.dbf,< 200 m
188569,188569,Stegastes leucostictus,1,NA,DAMSELFISH.dbf,< 200 m
183452,183452,Chromis limbaughi,1,NA,DAMSELFISH.dbf,< 200 m
183567,183567,Stegastes redemptus,1,NA,DAMSELFISH.dbf,< 200 m
183961,183961,Stegastes baldwini,1,NA,DAMSELFISH.dbf,< 200 m
181116,181116,Neopomacentrus taeniurus,1,NA,DAMSELFISH.dbf,< 200 m
183747,183747,Stegastes flavilatus,1,NA,DAMSELFISH.dbf,< 200 m
183774,183774,Azurina hirundo,1,NA,DAMSELFISH.dbf,< 200 m
183431,183431,Stegastes acapulcoensis,1,NA,DAMSELFISH.dbf,< 200 m
183397,183397,Abudefduf troschelii,1,NA,DAMSELFISH.dbf,< 200 m
183240,183240,Chromis crusma,1,NA,DAMSELFISH.dbf,< 200 m
183367,183367,Hypsypops rubicundus,1,NA,DAMSELFISH.dbf,< 200 m
183460,183460,Abudefduf declivifrons,1,NA,DAMSELFISH.dbf,< 200 m
183462,183462,Stegastes beebei,1,NA,DAMSELFISH.dbf,< 200 m
183472,183472,Microspathodon bairdii,1,NA,DAMSELFISH.dbf,< 200 m
183483,183483,Abudefduf concolor,1,NA,DAMSELFISH.dbf,< 200 m
183530,183530,Stegastes arcifrons,1,NA,DAMSELFISH.dbf,< 200 m
183586,183586,Stegastes rectifraenum,1,NA,DAMSELFISH.dbf,< 200 m
183653,183653,Chromis atrilobata,1,NA,DAMSELFISH.dbf,< 200 m
183789,183789,Nexilosus latifrons,1,NA,DAMSELFISH.dbf,< 200 m
183793,183793,Chromis intercrusma,1,NA,DAMSELFISH.dbf,< 200 m
188572,188572,Stegastes lubbocki,1,NA,DAMSELFISH.dbf,< 200 m
183870,183870,Chromis alta,1,NA,DAMSELFISH.dbf,< 200 m
184017,184017,Azurina eupalama,1,NA,DAMSELFISH.dbf,< 200 m
188581,188581,Abudefduf saxatilis,1,NA,DAMSELFISH.dbf,< 200 m
188586,188586,Stegastes imbricatus,1,NA,DAMSELFISH.dbf,< 200 m
188592,188592,Stegastes diencaeus,1,NA,DAMSELFISH.dbf,< 200 m
188607,188607,Chromis multilineata,1,NA,DAMSELFISH.dbf,< 200 m
188617,188617,Microspathodon chrysurus,1,NA,DAMSELFISH.dbf,< 200 m
188621,188621,Abudefduf hoefleri,1,NA,DAMSELFISH.dbf,< 200 m
188622,188622,Microspathodon frontatus,1,NA,DAMSELFISH.dbf,< 200 m
188425,188425,Chrysiptera unimaculata,1,NA,DAMSELFISH.dbf,< 200 m
188434,188434,Abudefduf taurus,1,NA,DAMSELFISH.dbf,< 200 m
188469,188469,Chromis scotti,1,NA,DAMSELFISH.dbf,< 200 m
188471,188471,Stegastes otophorus,1,NA,DAMSELFISH.dbf,< 200 m
188486,188486,Chromis limbata,1,NA,DAMSELFISH.dbf,< 200 m
188496,188496,Stegastes planifrons,1,NA,DAMSELFISH.dbf,< 200 m
188539,188539,Stegastes partitus,1,NA,DAMSELFISH.dbf,< 200 m
188315,188315,Chromis enchrysura,1,NA,DAMSELFISH.dbf,< 200 m
188324,188324,Chromis chromis,1,NA,DAMSELFISH.dbf,< 200 m
188352,188352,Chromis cadenati,1,NA,DAMSELFISH.dbf,< 200 m
188376,188376,Chromis lubbocki,1,NA,DAMSELFISH.dbf,< 200 m
188419,188419,Abudefduf luridus,1,NA,DAMSELFISH.dbf,< 200 m
4805,4805,Chromis sanctaehelenae,1,NA,DAMSELFISH.dbf,< 200 m
154718,154718,Parma victoriae,1,NA,DAMSELFISH.dbf,< 200 m
155061,155061,Pomacentrus callainus,1,NA,DAMSELFISH.dbf,< 200 m
155304,155304,Pomacentrus milleri,1,NA,DAMSELFISH.dbf,< 200 m
154878,154878,Pomacentrus smithi,1,NA,DAMSELFISH.dbf,< 200 m
154888,154888,Pomacentrus wardi,1,NA,DAMSELFISH.dbf,< 200 m
154684,154684,Stegastes fuscus,1,NA,DAMSELFISH.dbf,< 200 m
154732,154732,Stegastes gascoynei,1,NA,DAMSELFISH.dbf,< 200 m
155255,155255,Neopomacentrus bankieri,1,NA,DAMSELFISH.dbf,< 200 m
188414,188414,Chromis dispilus,1,NA,DAMSELFISH.dbf,< 200 m
188590,188590,Chromis elerae,1,NA,DAMSELFISH.dbf,< 200 m
188520,188520,Chromis abrupta,1,NA,DAMSELFISH.dbf,< 200 m
188483,188483,Chromis albomaculata,1,NA,DAMSELFISH.dbf,< 200 m
188423,188423,Chromis alleni,1,NA,DAMSELFISH.dbf,< 200 m
188398,188398,Chromis amboinensis,1,NA,DAMSELFISH.dbf,< 200 m
188382,188382,Chromis analis,1,NA,DAMSELFISH.dbf,< 200 m
188430,188430,Chromis atripes,1,NA,DAMSELFISH.dbf,< 200 m
188500,188500,Chromis axillaris,1,NA,DAMSELFISH.dbf,< 200 m
188366,188366,Chromis caudalis,1,NA,DAMSELFISH.dbf,< 200 m
188326,188326,Chromis cinerascens,1,NA,DAMSELFISH.dbf,< 200 m
188610,188610,Chromis dasygenys,1,NA,DAMSELFISH.dbf,< 200 m
188511,188511,Chromis delta,1,NA,DAMSELFISH.dbf,< 200 m
188318,188318,Chromis dimidiata,1,NA,DAMSELFISH.dbf,< 200 m
188409,188409,Chromis fatuhivae,1,NA,DAMSELFISH.dbf,< 200 m
188505,188505,Chromis flavapicis,1,NA,DAMSELFISH.dbf,< 200 m
188327,188327,Chromis flavipectoralis,1,NA,DAMSELFISH.dbf,< 200 m
188556,188556,Chromis fumea,1,NA,DAMSELFISH.dbf,< 200 m
188369,188369,Chromis hypsilepis,1,NA,DAMSELFISH.dbf,< 200 m
188371,188371,Abudefduf lorenzi,1,NA,DAMSELFISH.dbf,< 20 m
188609,188609,Abudefduf vaigiensis,1,NA,DAMSELFISH.dbf,< 200 m
188304,188304,Abudefduf abdominalis,1,NA,DAMSELFISH.dbf,< 200 m
188532,188532,Abudefduf bengalensis,1,NA,DAMSELFISH.dbf,< 200 m
188390,188390,Abudefduf conformis,1,NA,DAMSELFISH.dbf,< 200 m
188368,188368,Abudefduf margariteus,1,NA,DAMSELFISH.dbf,< 200 m
188542,188542,Abudefduf natalensis,1,NA,DAMSELFISH.dbf,< 200 m
188537,188537,Abudefduf notatus,1,NA,DAMSELFISH.dbf,< 200 m
188453,188453,Abudefduf septemfasciatus,1,NA,DAMSELFISH.dbf,< 200 m
188557,188557,Abudefduf sexfasciatus,1,NA,DAMSELFISH.dbf,< 200 m
188467,188467,Abudefduf sordidus,1,NA,DAMSELFISH.dbf,< 200 m
188401,188401,Abudefduf sparoides,1,NA,DAMSELFISH.dbf,< 200 m
188523,188523,Abudefduf whitleyi,1,NA,DAMSELFISH.dbf,< 200 m
