iucn_sid,habs,max_depth
41873,9.4,< 200 m
41874,"9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
41875,"9.2, 9.4, 9.9",< 200 m
41876,"11.5, 9.1",200 m +
41877,"9.3, 9.4, 9.5",< 200 m
41878,"10.1, 9.2, 9.4, 9.5, 9.6, 9.9",200 m +
41880,12.1,< 20 m
42700,"NA",unknown
42701,"11.1.1, 11.1.2",deep oceanic
42703,"11.1.1, 11.1.2",deep oceanic
42704,"11.1.1, 11.1.2",deep oceanic
42706,"NA",unknown
42707,"NA",unknown
42709,"NA",unknown
42710,"NA",unknown
42711,"11.1.1, 11.1.2",deep oceanic
42712,9.10,< 200 m
42713,9.4,< 200 m
42716,"9.4, 9.5",< 200 m
42717,"9.2, 9.4",< 200 m
42718,"NA",unknown
42720,"11.1.1, 11.1.2",deep oceanic
42721,"9.4, 9.5",< 200 m
42722,10.1,200 m +
42723,10.1,200 m +
42725,10.1,200 m +
42726,10.1,200 m +
42727,10.1,200 m +
42728,11.1.2,deep oceanic
42729,"11.1.1, 11.1.2, 9.4, 9.5, 9.6",200 m +
42730,10.1,200 m +
42833,9.1,< 200 m
42834,"9.1, 9.10, 9.9",< 200 m
42838,"11.1.1, 11.1.2",deep oceanic
43972,10.1,200 m +
43973,10.1,200 m +
43974,9.1,< 200 m
43993,"9.10, 9.5",< 200 m
44070,"10.1, 9.1",200 m +
44071,"10.1, 9.1",200 m +
44166,"12.5, 9.10",< 200 m
44167,"NA",unknown
44168,"10.1, 9.1, 9.10",200 m +
44169,"10.1, 9.1, 9.10",200 m +
44170,10.1,200 m +
44171,"11.1.1, 11.1.2",deep oceanic
44173,"10.1, 12.1, 12.4, 9.1",200 m +
44174,"10.1, 12.1, 12.4, 9.1",200 m +
44175,"10.1, 12.1, 12.4, 9.1",200 m +
44176,"10.1, 12.1, 12.4, 9.1",200 m +
44177,"10.1, 12.1, 12.4, 9.1",200 m +
44178,"10.1, 12.1, 12.4, 9.1",200 m +
44179,"10.1, 12.1, 12.4, 9.1",200 m +
44183,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
44186,9.4,< 200 m
44187,9.10,< 200 m
44205,10.1,200 m +
44206,10.1,200 m +
44207,"11.1.1, 11.1.2",deep oceanic
44209,10.1,200 m +
44210,10.1,200 m +
44211,10.1,200 m +
44212,10.1,200 m +
44213,10.1,200 m +
44214,10.1,200 m +
44215,10.1,200 m +
44216,9.1,< 200 m
44217,"11.1.1, 11.1.2",deep oceanic
44218,10.1,200 m +
44219,10.1,200 m +
44220,10.1,200 m +
44221,10.1,200 m +
44222,"11.1.1, 11.1.2",deep oceanic
44223,"11.1.1, 11.1.2",deep oceanic
44224,10.1,200 m +
44225,"11.1.1, 11.1.2",deep oceanic
44226,10.1,200 m +
44227,"11.1.1, 11.1.2",deep oceanic
44228,10.1,200 m +
44229,10.1,200 m +
44478,9.10,< 200 m
44479,9.10,< 200 m
44496,10.1,200 m +
44514,10.1,200 m +
44515,10.1,200 m +
44563,10.1,200 m +
44564,10.1,200 m +
44565,10.1,200 m +
44566,"11.1.1, 11.1.2, 11.5",deep oceanic
44567,10.1,200 m +
44568,10.1,200 m +
44569,10.1,200 m +
44570,10.1,200 m +
44571,10.1,200 m +
44572,9.1,< 200 m
44573,10.1,200 m +
44574,10.1,200 m +
44575,10.1,200 m +
44576,10.1,200 m +
44577,10.1,200 m +
44578,10.1,200 m +
44579,9.2,< 200 m
44580,10.1,200 m +
44581,"10.1, 9.1",200 m +
44582,10.1,200 m +
44583,10.1,200 m +
44584,"10.1, 9.1",200 m +
44585,"10.1, 9.1",200 m +
44586,10.1,200 m +
44587,10.1,200 m +
44588,10.1,200 m +
44589,10.1,200 m +
44590,10.1,200 m +
44591,"10.1, 9.1, 9.10",200 m +
44592,"9.1, 9.10",< 200 m
44595,"12.4, 9.1, 9.10",< 200 m
44596,9.1,< 200 m
44597,"10.1, 9.1, 9.10",200 m +
44598,"10.1, 9.1",200 m +
44599,10.1,200 m +
44600,10.1,200 m +
44601,10.1,200 m +
44602,10.1,200 m +
44603,10.1,200 m +
44604,10.1,200 m +
44605,10.1,200 m +
44606,10.1,200 m +
44607,10.1,200 m +
44608,10.1,200 m +
44609,10.1,200 m +
44610,10.1,200 m +
44611,10.1,200 m +
44612,"10.1, 9.1",200 m +
44613,10.1,200 m +
44614,10.1,200 m +
44615,10.1,200 m +
44617,"NA",unknown
44618,10.1,200 m +
44619,10.1,200 m +
44620,10.1,200 m +
44621,"10.1, 12.4, 9.1, 9.10",200 m +
44639,"NA",unknown
44640,10.1,200 m +
44641,10.1,200 m +
44642,"10.1, 9.1",200 m +
44643,10.1,200 m +
44644,10.1,200 m +
44645,10.1,200 m +
44646,10.1,200 m +
44647,10.1,200 m +
44649,10.1,200 m +
44650,10.1,200 m +
44651,10.1,200 m +
44652,10.1,200 m +
44653,10.1,200 m +
44654,10.1,200 m +
44655,10.1,200 m +
44656,10.1,200 m +
44657,10.1,200 m +
44666,"10.1, 9.1, 9.10",200 m +
44668,"9.1, 9.9",< 200 m
44669,"9.1, 9.9",< 200 m
44670,"9.1, 9.9",< 200 m
44671,"9.1, 9.7, 9.9",< 200 m
44672,"10.1, 9.1",200 m +
44673,9.9,< 200 m
44674,"10.1, 12.4, 9.1, 9.10, 9.9",200 m +
44675,"10.1, 9.1, 9.7",200 m +
44676,9.1,< 200 m
44677,17,unknown
44678,"17, 9.1",< 200 m
44679,"NA",unknown
44680,"10.1, 17",200 m +
44681,"9.1, 9.10, 9.9",< 200 m
44682,"10.1, 9.1, 9.7",200 m +
44683,"9.1, 9.9",< 200 m
44684,10.1,200 m +
44685,9.1,< 200 m
44686,9.2,< 200 m
44993,10.1,200 m +
44994,10.1,200 m +
44995,10.1,200 m +
44996,10.1,200 m +
45925,"NA",unknown
46863,"NA",unknown
46864,10.1,200 m +
46865,10.1,200 m +
60080,9.5,< 200 m
60081,"10.1, 9.1",200 m +
60082,"10.1, 9.1, 9.10, 9.9",200 m +
60083,"10.1, 9.1, 9.9",200 m +
60084,"10.1, 9.1, 9.10, 9.9",200 m +
60085,"9.1, 9.10",< 200 m
60086,18,unknown
60087,17,unknown
60088,10.1,200 m +
60089,"9.1, 9.7",< 200 m
60090,"10.1, 9.10",200 m +
60091,10.1,200 m +
60092,10.1,200 m +
60093,10.1,200 m +
60094,"10.1, 9.9",200 m +
60095,18,unknown
60096,18,unknown
60097,"10.1, 9.1, 9.10, 9.9",200 m +
60098,10.1,200 m +
60099,10.1,200 m +
60100,10.1,200 m +
60101,10.1,200 m +
60102,"10.1, 9.1, 9.10, 9.9",200 m +
60103,10.1,200 m +
60104,10.1,200 m +
60105,10.1,200 m +
60106,10.1,200 m +
60107,"12.5, 9.10, 9.4, 9.7",< 200 m
60108,"10.1, 9.1",200 m +
60109,"9.1, 9.10, 9.9",< 200 m
60110,"12.5, 9.1, 9.10, 9.7",< 200 m
60111,11.1.2,deep oceanic
60112,"12.5, 9.10, 9.4, 9.5, 9.6, 9.7",< 200 m
60113,"10.1, 9.1, 9.10, 9.9",200 m +
60115,"9.1, 9.10, 9.9",< 200 m
60116,"10.1, 9.1, 9.10",200 m +
60117,"10.1, 12.5, 9.1, 9.10, 9.9",200 m +
60118,10.1,200 m +
60119,"10.1, 9.1, 9.10, 9.9",200 m +
60120,"10.1, 9.1, 9.10, 9.9",200 m +
60121,"10.1, 9.1, 9.10, 9.4, 9.9",200 m +
60123,10.1,200 m +
60124,"11.1.2, 9.5",200 m +
60125,"12.5, 9.10, 9.4, 9.7",< 200 m
60126,18,unknown
60127,"10.1, 9.1, 9.10, 9.9",200 m +
60128,"10.1, 12.5, 9.1, 9.10, 9.9",200 m +
60129,"10.1, 9.1, 9.10, 9.9",200 m +
60130,"10.1, 12.5, 9.10, 9.4, 9.7",200 m +
60131,9.6,< 200 m
60132,10.1,200 m +
60133,10.1,200 m +
60134,10.1,200 m +
60135,10.1,200 m +
60136,10.1,200 m +
60137,10.1,200 m +
60138,10.1,200 m +
60139,"11.1.1, 11.1.2",deep oceanic
60140,"11.1.1, 11.1.2",deep oceanic
60141,10.1,200 m +
60142,10.1,200 m +
60143,"11.1.1, 11.1.2",deep oceanic
60144,"11.1.1, 11.1.2",deep oceanic
60145,10.1,200 m +
60146,"11.1.1, 11.1.2",deep oceanic
60147,10.1,200 m +
60148,10.1,200 m +
60149,"10.1, 12.5, 9.1, 9.10, 9.9",200 m +
60150,"9.4, 9.5, 9.6, 9.9",< 200 m
60151,"10.1, 9.1, 9.10",200 m +
60152,"12.5, 9.10, 9.5, 9.7",< 200 m
60153,10.1,200 m +
60154,"10.1, 9.1, 9.10",200 m +
60155,9.1,< 200 m
60156,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
60157,"10.1, 9.1, 9.10",200 m +
60158,"9.1, 9.10, 9.9",< 200 m
60159,"9.1, 9.10, 9.9",< 200 m
60160,"10.1, 9.1, 9.9",200 m +
60161,"10.1, 9.1, 9.10",200 m +
60162,"11.1.2, 9.4",200 m +
60163,"9.1, 9.10",< 200 m
60164,"9.1, 9.10",< 200 m
60166,"10.1, 9.10",200 m +
60167,"10.1, 9.1, 9.10",200 m +
60168,"12.5, 9.10, 9.4, 9.7",< 200 m
60169,10.1,200 m +
60170,"10.1, 9.1, 9.10",200 m +
60171,"9.10, 9.5, 9.7",< 200 m
60172,"9.4, 9.5, 9.6",< 200 m
60175,"10.1, 9.1",200 m +
60176,"10.1, 9.1",200 m +
60177,"9.4, 9.7",< 200 m
60178,"NA",unknown
60179,"9.4, 9.5",< 200 m
60180,"9.1, 9.10",< 200 m
60181,"10.1, 9.1, 9.10",200 m +
60182,"10.1, 9.10",200 m +
60183,10.1,200 m +
60184,10.1,200 m +
60185,"11.1.1, 11.1.2",deep oceanic
60186,10.1,200 m +
60187,10.1,200 m +
60188,10.1,200 m +
60189,10.1,200 m +
60190,10.1,200 m +
60191,"10.1, 9.1",200 m +
60192,"11.1.1, 11.1.2",deep oceanic
60193,10.1,200 m +
60194,10.1,200 m +
60195,"11.1.1, 11.1.2",deep oceanic
60196,10.1,200 m +
60197,"11.1.2, 11.5",deep oceanic
60198,"9.1, 9.7",< 200 m
60199,"10.1, 10.2, 10.3, 9.1",200 m +
60200,"10.1, 9.1, 9.7",200 m +
60201,10.1,200 m +
60202,9.1,< 200 m
60203,"10.1, 9.1",200 m +
60204,"10.1, 9.1",200 m +
60205,10.1,200 m +
60206,10.1,200 m +
60208,10.1,200 m +
60209,10.1,200 m +
60210,"10.1, 10.2, 10.3",200 m +
60211,10.1,200 m +
60212,"10.1, 10.2",200 m +
60213,"10.1, 9.1",200 m +
60214,10.1,200 m +
60215,10.1,200 m +
60216,10.1,200 m +
60217,"10.1, 9.1",200 m +
60218,"10.1, 9.1",200 m +
60219,10.1,200 m +
60220,"9.1, 9.10, 9.9",< 200 m
60221,10.1,200 m +
60222,"NA",unknown
60223,"10.1, 9.1",200 m +
60224,"10.1, 9.1",200 m +
60225,10.1,200 m +
60226,10.1,200 m +
60227,"9.1, 9.7",< 200 m
60228,10.1,200 m +
60229,10.1,200 m +
60230,10.1,200 m +
60231,10.1,200 m +
60232,10.1,200 m +
60233,10.1,200 m +
60234,10.1,200 m +
60235,10.1,200 m +
60236,10.1,200 m +
60237,10.1,200 m +
60238,10.1,200 m +
60239,10.1,200 m +
60240,10.1,200 m +
60241,10.1,200 m +
60242,10.1,200 m +
60243,10.1,200 m +
60244,10.1,200 m +
60245,10.1,200 m +
60246,10.1,200 m +
60247,10.1,200 m +
60248,"10.1, 9.1",200 m +
60302,"12.4, 12.5, 12.7",< 20 m
60344,"10.1, 10.2, 10.3, 12.1, 12.2, 12.3, 12.4, 12.5, 12.6, 12.7, 15.11, 15.13, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.9",200 m +
61207,"12.7, 9.10",< 200 m
61213,"12.7, 9.10",< 200 m
61250,"12.7, 9.10, 9.2",< 200 m
61314,"10.1, 9.1, 9.7, 9.9",200 m +
61333,"10.1, 12.5, 9.1, 9.10",200 m +
61334,"10.1, 12.1, 9.1, 9.10, 9.9",200 m +
61335,"10.1, 9.1",200 m +
61336,"10.1, 9.1, 9.7",200 m +
61337,"10.1, 9.1, 9.10",200 m +
61338,"10.1, 12.4, 12.5, 9.1, 9.10, 9.9",200 m +
61339,"10.1, 12.1, 9.1, 9.7",200 m +
61340,"10.1, 9.1, 9.10, 9.7",200 m +
61398,"10.1, 9.1",200 m +
61399,10.1,200 m +
61400,10.1,200 m +
61401,10.1,200 m +
61402,10.1,200 m +
61403,10.1,200 m +
61404,"10.1, 12.4, 9.1, 9.9",200 m +
61405,"11.1.1, 11.1.2, 9.3, 9.4",200 m +
61406,10.1,200 m +
61407,"10.1, 9.1, 9.10",200 m +
61408,10.1,200 m +
61409,"10.1, 9.1, 9.10",200 m +
61410,"10.1, 9.1, 9.10",200 m +
61411,"10.1, 9.1, 9.10",200 m +
61414,"10.1, 9.1, 9.10",200 m +
61415,"10.1, 9.1, 9.10",200 m +
61416,10.1,200 m +
61417,10.1,200 m +
61418,10.1,200 m +
61419,"10.1, 9.2, 9.4",200 m +
61420,"10.1, 9.1",200 m +
61422,"10.1, 9.1, 9.9",200 m +
61442,"10.1, 9.1",200 m +
61743,"12.1, 9.2",< 200 m
62222,10.1,200 m +
62256,"12.2, 12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
63100,"10.1, 10.2, 11.1.1, 11.1.2, 9.4, 9.5, 9.6",200 m +
63101,9.5,< 200 m
63102,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63103,"11.1.1, 11.1.2",deep oceanic
63104,"11.1.1, 11.1.2",deep oceanic
63106,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63107,"9.3, 9.4, 9.5, 9.6",< 200 m
63108,"10.1, 10.2",200 m +
63109,"9.3, 9.4, 9.5, 9.6",< 200 m
63110,"9.4, 9.5, 9.6",< 200 m
63111,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63112,"11.1.1, 11.1.2",deep oceanic
63113,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63114,"10.1, 10.2",200 m +
63115,"11.1.1, 11.1.2",deep oceanic
63116,"9.3, 9.4, 9.5, 9.6",< 200 m
63117,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63119,"11.1.1, 11.1.2",deep oceanic
63120,"11.1.2, 9.4, 9.5, 9.6",200 m +
63121,"9.4, 9.5, 9.6",< 200 m
63122,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63123,"11.1.1, 11.1.2",deep oceanic
63124,"11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
63125,"11.1.1, 11.1.2",deep oceanic
63126,"11.1.1, 11.1.2",deep oceanic
63127,"11.1.1, 11.1.2",deep oceanic
63128,"9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7",< 200 m
63129,"11.1.1, 11.1.2, 9.2, 9.3, 9.4, 9.5, 9.6",200 m +
63130,"9.2, 9.3",< 200 m
63131,9.4,< 200 m
63132,9.4,< 200 m
63133,"NA",unknown
63134,10.1,200 m +
63135,"12.7, 9.10",< 200 m
63136,18,unknown
63137,10.3,deep oceanic
63140,9.1,< 200 m
63141,10.2,200 m +
63142,"12.4, 9.1, 9.10, 9.9",< 200 m
63143,9.1,< 200 m
63144,9.1,< 200 m
63145,10.1,200 m +
63146,"11.1.2, 9.4, 9.5, 9.6",200 m +
63147,"11.1.2, 9.1",200 m +
63148,10.2,200 m +
63149,11.1.2,deep oceanic
63150,9.5,< 200 m
63151,10.2,200 m +
63152,"9.10, 9.4, 9.5, 9.6",< 200 m
63153,"9.4, 9.5, 9.6",< 200 m
63154,"12.2, 12.7, 9.10",< 200 m
63155,9.1,< 200 m
63156,"NA",unknown
63157,"9.5, 9.6",< 200 m
63158,9.1,< 200 m
63159,11.5,deep oceanic
63160,11.5,deep oceanic
63161,"11.1.1, 11.1.2",deep oceanic
63162,"11.1.1, 11.1.2",deep oceanic
63163,"9.2, 9.3, 9.4, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
63164,"11.1.1, 11.1.2",deep oceanic
63165,"10.1, 9.1",200 m +
63166,"10.1, 9.1, 9.9",200 m +
63167,"10.1, 9.1, 9.9",200 m +
63442,9.10,< 200 m
63570,"10.1, 12.7, 9.10, 9.4",200 m +
63571,"NA",unknown
63572,"15.11, 9.4, 9.9",< 200 m
63573,"NA",unknown
63574,"NA",unknown
63575,"NA",unknown
63576,9.2,< 200 m
63577,"NA",unknown
63578,"NA",unknown
63579,9.2,< 200 m
63580,9.2,< 200 m
63581,9.2,< 200 m
63582,9.2,< 200 m
63583,"NA",unknown
63584,12.1,< 20 m
63585,9.7,< 200 m
63586,"9.3, 9.4",< 200 m
63587,9.2,< 200 m
63588,"9.2, 9.3, 9.7",< 200 m
63589,9.2,< 200 m
63590,9.2,< 200 m
63591,9.2,< 200 m
63592,"NA",unknown
63593,"12.1, 9.2",< 200 m
63594,9.2,< 200 m
63595,"12.1, 9.2",< 200 m
63596,"NA",unknown
63597,"NA",unknown
63598,9.2,< 200 m
63599,"9.2, 9.3, 9.4",< 200 m
63600,"NA",unknown
63601,12.1,< 20 m
63602,9.4,< 200 m
63603,"NA",unknown
63604,"9.3, 9.4",< 200 m
63605,"NA",unknown
63606,12.1,< 20 m
63607,12.1,< 20 m
63608,9.2,< 200 m
63609,"NA",unknown
63610,"NA",unknown
63611,12.1,< 20 m
63612,9.2,< 200 m
63613,"NA",unknown
63614,9.2,< 200 m
63615,9.2,< 200 m
63616,12.1,< 20 m
63617,"9.2, 9.3",< 200 m
63618,12.1,< 20 m
63619,9.2,< 200 m
63620,12.1,< 20 m
63621,12.1,< 20 m
63622,"12.1, 9.2",< 200 m
63623,"NA",unknown
63624,9.2,< 200 m
63625,"12.1, 9.2",< 200 m
63626,"12.1, 9.2",< 200 m
63627,"NA",unknown
63628,"NA",unknown
63629,12.6,< 20 m
63630,18,unknown
63631,18,unknown
63632,18,unknown
63633,18,unknown
63634,18,unknown
63635,18,unknown
63636,18,unknown
63637,18,unknown
63638,"12.1, 9.2",< 200 m
63639,"12.1, 9.2",< 200 m
63640,9.2,< 200 m
63641,9.2,< 200 m
63642,"NA",unknown
63643,12.1,< 20 m
63644,"12.1, 12.6, 9.2",< 200 m
63645,12.1,< 20 m
63646,"NA",unknown
63647,9.2,< 200 m
63648,"12.1, 9.2",< 200 m
63649,"12.1, 9.2",< 200 m
63650,"12.1, 9.2",< 200 m
63651,9.2,< 200 m
63652,9.2,< 200 m
63653,9.2,< 200 m
63654,9.2,< 200 m
63655,9.2,< 200 m
63656,9.2,< 200 m
63852,12.5,< 20 m
64396,"9.2, 9.5",< 200 m
64397,"NA",unknown
64398,9.2,< 200 m
64399,9.5,< 200 m
64400,"9.2, 9.3, 9.5",< 200 m
64401,9.2,< 200 m
64402,"9.2, 9.5",< 200 m
64403,18,unknown
64404,"NA",unknown
64405,11.1.1,deep oceanic
64406,"11.1.1, 9.2",200 m +
64407,"NA",unknown
64408,9.2,< 200 m
64409,9.2,< 200 m
64410,9.2,< 200 m
64411,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
64412,"9.8.1, 9.8.3",< 200 m
64442,9.10,< 200 m
132722,"12.7, 9.2, 9.5",< 200 m
132723,"12.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.9",< 200 m
132724,"12.7, 9.10, 9.2, 9.9",< 200 m
132725,"NA",unknown
132726,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132727,9.2,< 200 m
132728,"9.10, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132729,9.3,< 200 m
132730,9.2,< 200 m
132731,9.2,< 200 m
132732,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132733,"9.2, 9.3",< 200 m
132734,"9.2, 9.5",< 200 m
132735,"11.1.1, 11.1.2, 9.2, 9.3, 9.4, 9.5, 9.6",200 m +
132736,"9.2, 9.8.6, 9.9",< 200 m
132737,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132738,9.8.3,< 200 m
132739,"15.11, 9.5, 9.6",< 200 m
132740,9.2,< 200 m
132741,"9.8.1, 9.8.2, 9.8.3",< 200 m
132742,9.2,< 200 m
132743,"9.2, 9.3, 9.8.6",< 200 m
132744,"9.2, 9.3",< 200 m
132745,"11.1.1, 11.5, 9.2",200 m +
132746,9.8.4,< 200 m
132747,"9.8.1, 9.8.4",< 200 m
132748,"9.2, 9.4, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132749,"9.4, 9.5, 9.6",< 200 m
132750,"9.2, 9.3",< 200 m
132751,"12.6, 12.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
132752,"9.2, 9.3",< 200 m
132753,"9.2, 9.4",< 200 m
132754,"9.2, 9.4, 9.7, 9.9",< 200 m
132755,"11.1.1, 9.2",200 m +
132756,"12.7, 9.6, 9.9",< 200 m
132757,9.2,< 200 m
132758,"12.6, 12.7, 9.10, 9.8.1, 9.8.3",< 200 m
132759,"9.2, 9.8.3, 9.8.4",< 200 m
132760,"9.2, 9.3, 9.8.3, 9.8.6",< 200 m
132761,"12.7, 9.9",< 200 m
132762,"12.6, 9.2, 9.3, 9.4",< 200 m
132763,"9.10, 9.8.1, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132764,"9.2, 9.7, 9.8.6, 9.9",< 200 m
132765,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
132766,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132767,"9.2, 9.8.1, 9.8.3",< 200 m
132768,18,unknown
132769,9.2,< 200 m
132770,"12.7, 9.2, 9.8.1, 9.8.2, 9.8.3, 9.9",< 200 m
132771,"9.2, 9.4, 9.5",< 200 m
132772,"11.1.1, 11.5, 9.2",200 m +
132773,"11.5, 9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",200 m +
132774,"9.2, 9.4, 9.5, 9.6, 9.8.5, 9.9",< 200 m
132775,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132776,"9.8.1, 9.8.3",< 200 m
132777,"11.1.2, 9.2, 9.4, 9.5, 9.6",200 m +
132778,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
132779,"9.2, 9.5, 9.8.5",< 200 m
132780,"9.4, 9.5, 9.6",< 200 m
132781,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132782,9.5,< 200 m
132783,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132784,"11.1.1, 9.2, 9.8.3",200 m +
132785,"9.5, 9.6",< 200 m
132786,9.2,< 200 m
132787,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132788,9.8.4,< 200 m
132789,"12.6, 9.10, 9.2, 9.3, 9.5, 9.9",< 200 m
132790,"9.2, 9.5",< 200 m
132791,"11.1.1, 11.5, 9.2, 9.8.3",200 m +
132792,12.7,< 20 m
132793,"9.2, 9.4",< 200 m
132794,"11.1.1, 9.8.1, 9.8.3",200 m +
132795,"11.1.1, 9.2",200 m +
132796,"12.6, 9.2, 9.4, 9.5",< 200 m
132797,"9.2, 9.8.3",< 200 m
132798,"11.1.2, 9.4, 9.5, 9.6",200 m +
132799,"NA",unknown
132800,"9.8.1, 9.8.3",< 200 m
132801,"9.2, 9.8.3",< 200 m
132802,"11.1.1, 9.2",200 m +
132803,"12.6, 9.2, 9.9",< 200 m
132804,"9.10, 9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
132805,"12.6, 9.8.1, 9.8.2, 9.8.3",< 200 m
132806,"12.1, 9.9",< 200 m
132807,9.2,< 200 m
132808,"9.8.2, 9.8.4, 9.9",< 200 m
132809,"9.2, 9.3, 9.7, 9.9",< 200 m
132810,"9.8.1, 9.8.3, 9.8.4, 9.8.5",< 200 m
132811,"12.7, 9.10, 9.2",< 200 m
132812,"9.2, 9.8.1",< 200 m
132813,"9.2, 9.6",< 200 m
132814,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132815,"9.10, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132816,9.2,< 200 m
132817,"9.2, 9.3, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6, 9.9",< 200 m
132818,"9.2, 9.8.2, 9.8.4, 9.8.6",< 200 m
132819,"9.2, 9.7",< 200 m
132820,"9.2, 9.3",< 200 m
132821,9.2,< 200 m
132822,9.2,< 200 m
132823,"9.2, 9.5",< 200 m
132824,"11.1.1, 11.1.2, 9.2, 9.4, 9.5, 9.6",200 m +
132825,"12.1, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132826,"9.10, 9.2",< 200 m
132827,9.2,< 200 m
132828,"9.2, 9.5",< 200 m
132829,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.9",< 200 m
132830,"12.7, 9.2, 9.8.3, 9.9",< 200 m
132832,"10.1, 9.1",200 m +
132835,"10.1, 9.1",200 m +
132859,"9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
132860,"9.2, 9.8.2, 9.8.3, 9.8.4",< 200 m
132861,"9.2, 9.7",< 200 m
132862,"NA",unknown
132863,"NA",unknown
132864,9.8.3,< 200 m
132865,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132866,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132867,"9.8.2, 9.8.3",< 200 m
132868,"9.8.2, 9.8.3, 9.8.4",< 200 m
132869,"9.8.2, 9.8.3, 9.8.4",< 200 m
132870,"9.8.2, 9.8.3, 9.8.4",< 200 m
132871,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132872,"9.2, 9.8.2, 9.8.3, 9.8.4",< 200 m
132873,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132874,"9.8.1, 9.8.3, 9.8.4",< 200 m
132875,9.8.3,< 200 m
132876,9.8.3,< 200 m
132877,9.8.3,< 200 m
132878,"9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.5",< 200 m
132879,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132880,9.8.3,< 200 m
132881,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5",< 200 m
132882,"9.8.2, 9.8.3",< 200 m
132883,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132884,"9.2, 9.3, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
132885,9.8.3,< 200 m
132886,"NA",unknown
132887,9.8.3,< 200 m
132888,"9.8.2, 9.8.3, 9.8.4",< 200 m
132889,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132890,"9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
132891,"9.8.3, 9.8.4",< 200 m
132892,"9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132893,"9.8.2, 9.8.3, 9.8.4",< 200 m
132894,"9.2, 9.8.1, 9.8.2, 9.8.3, 9.8.4",< 200 m
132895,"9.8.2, 9.8.3, 9.8.4",< 200 m
