loiczid,n_spp,mean_trend
127472,18,0.0019744444444444445
127473,18,0.0019744444444444445
127474,18,0.0019744444444444445
127475,18,0.0019744444444444445
127476,19,0.0018705263157894735
127477,20,0.0015634999999999998
127478,22,0.002256818181818182
127479,19,0.0018705263157894735
127480,19,0.0018705263157894735
127481,24,9.508333333333333e-4
127482,20,0.001947
127483,24,9.508333333333333e-4
127484,21,4.1476190476190465e-4
127485,21,4.1476190476190465e-4
127486,23,9.921739130434781e-4
127487,22,2.018181818181817e-4
127488,21,4.1476190476190465e-4
127489,21,4.1476190476190465e-4
127490,21,4.1476190476190465e-4
127491,21,4.1476190476190465e-4
127492,23,9.921739130434781e-4
127493,22,2.018181818181817e-4
127494,22,2.018181818181817e-4
127495,21,4.1476190476190465e-4
127496,21,4.1476190476190465e-4
127497,21,4.1476190476190465e-4
127498,21,4.1476190476190465e-4
127499,21,4.1476190476190465e-4
127500,21,4.1476190476190465e-4
127501,21,4.1476190476190465e-4
127502,21,4.1476190476190465e-4
127503,21,4.1476190476190465e-4
127504,21,4.1476190476190465e-4
127505,21,4.1476190476190465e-4
127506,21,4.1476190476190465e-4
127507,21,4.1476190476190465e-4
127508,21,4.1476190476190465e-4
127509,21,4.1476190476190465e-4
127510,21,4.1476190476190465e-4
127511,21,4.1476190476190465e-4
127512,21,4.1476190476190465e-4
127513,21,4.1476190476190465e-4
127514,21,4.1476190476190465e-4
127515,21,4.1476190476190465e-4
127516,21,4.1476190476190465e-4
127517,21,4.1476190476190465e-4
127518,21,4.1476190476190465e-4
127519,21,4.1476190476190465e-4
127520,21,4.1476190476190465e-4
127521,21,4.1476190476190465e-4
127522,21,4.1476190476190465e-4
127523,21,4.1476190476190465e-4
127524,21,4.1476190476190465e-4
127525,21,4.1476190476190465e-4
127526,21,4.1476190476190465e-4
127527,21,4.1476190476190465e-4
127528,21,4.1476190476190465e-4
127529,22,5.504545454545454e-4
127530,22,5.504545454545454e-4
127531,22,5.504545454545454e-4
127532,22,5.504545454545454e-4
127533,22,5.504545454545454e-4
127534,22,5.504545454545454e-4
127535,22,5.504545454545454e-4
127536,22,5.504545454545454e-4
127537,22,5.504545454545454e-4
127538,22,5.504545454545454e-4
127539,22,5.504545454545454e-4
127540,22,5.504545454545454e-4
127541,22,5.504545454545454e-4
127542,22,5.504545454545454e-4
127543,22,5.504545454545454e-4
127544,22,5.504545454545454e-4
127545,22,5.504545454545454e-4
127546,22,5.504545454545454e-4
127547,22,5.504545454545454e-4
127548,22,5.504545454545454e-4
127549,22,5.504545454545454e-4
127550,22,5.504545454545454e-4
127551,22,5.504545454545454e-4
127552,22,5.504545454545454e-4
127553,22,5.504545454545454e-4
127554,22,5.504545454545454e-4
127555,22,5.504545454545454e-4
127556,22,5.504545454545454e-4
127557,22,5.504545454545454e-4
127558,22,5.504545454545454e-4
127559,22,5.504545454545454e-4
127560,22,5.504545454545454e-4
127561,22,5.504545454545454e-4
127562,22,5.504545454545454e-4
127563,22,5.504545454545454e-4
127564,22,5.504545454545454e-4
127565,22,5.504545454545454e-4
127566,22,5.504545454545454e-4
127567,22,5.504545454545454e-4
127568,22,5.504545454545454e-4
127569,22,5.504545454545454e-4
127570,22,5.504545454545454e-4
127571,22,5.504545454545454e-4
127572,22,5.504545454545454e-4
127573,22,5.504545454545454e-4
127574,22,5.504545454545454e-4
127575,22,5.504545454545454e-4
127576,22,5.504545454545454e-4
127577,22,5.504545454545454e-4
127578,22,5.504545454545454e-4
127579,22,5.504545454545454e-4
127580,22,5.504545454545454e-4
127581,22,5.504545454545454e-4
127582,22,5.504545454545454e-4
127583,22,5.504545454545454e-4
127584,22,5.504545454545454e-4
127585,22,5.504545454545454e-4
127586,22,5.504545454545454e-4
127587,22,5.504545454545454e-4
127588,22,5.504545454545454e-4
127589,22,5.504545454545454e-4
127590,22,5.504545454545454e-4
127591,22,5.504545454545454e-4
127592,22,5.504545454545454e-4
127593,22,5.504545454545454e-4
127594,22,5.504545454545454e-4
127595,22,5.504545454545454e-4
127596,22,5.504545454545454e-4
127597,23,3.4086956521739117e-4
127598,23,3.4086956521739117e-4
127599,22,5.504545454545454e-4
127600,22,5.504545454545454e-4
127601,22,5.504545454545454e-4
127602,22,5.504545454545454e-4
127603,22,5.504545454545454e-4
127604,22,5.504545454545454e-4
127605,23,3.4086956521739117e-4
127606,23,3.4086956521739117e-4
127607,22,5.504545454545454e-4
127608,22,5.504545454545454e-4
127609,23,3.4086956521739117e-4
127610,22,5.504545454545454e-4
127611,22,5.504545454545454e-4
127612,23,3.4086956521739117e-4
127613,23,3.4086956521739117e-4
127614,23,3.4086956521739117e-4
127615,23,3.4086956521739117e-4
127616,23,3.4086956521739117e-4
127617,39,0.001288205128205128
127618,26,0.0010084615384615384
127619,26,0.0010084615384615384
127620,25,0.0010488
127621,23,3.4086956521739117e-4
127622,23,3.4086956521739117e-4
127623,23,3.4086956521739117e-4
127624,23,3.4086956521739117e-4
127625,23,3.4086956521739117e-4
127626,22,5.504545454545454e-4
127627,22,5.504545454545454e-4
127628,22,5.504545454545454e-4
127629,21,5.766666666666665e-4
127630,22,3.563636363636362e-4
127631,21,5.766666666666665e-4
127632,21,5.766666666666665e-4
127633,21,5.766666666666665e-4
127634,21,5.766666666666665e-4
127635,19,2.794736842105262e-4
127636,19,2.794736842105262e-4
127637,19,2.794736842105262e-4
127638,19,2.794736842105262e-4
127639,18,1.0611111111111101e-4
127640,30,6.866666666666666e-4
127641,73,5.105479452054794e-4
127642,32,0.0017796874999999998
127643,40,0.00159275
127700,1,0
127701,2,0.0017
127702,2,0.0034
127703,1,0.0034
127704,1,0.0034
127705,11,0.0012363636363636364
127706,25,0.0010532
127707,96,0.0012188541666666667
127708,102,0.0013342156862745098
127709,28,6.935714285714285e-4
127710,20,8.599999999999999e-4
127711,18,0.0026349999999999998
127712,17,0.00259
127713,18,0.0026349999999999998
127714,17,0.00259
127715,17,0.00259
127716,17,0.00259
127717,17,0.00259
127718,17,0.00259
127719,17,0.00259
127720,17,0.00259
127721,17,0.00259
127722,21,0.0029304761904761904
127723,18,0.0026349999999999998
127724,17,0.00259
127725,17,0.00259
127726,17,0.00259
127727,18,0.0026349999999999998
127728,18,0.0026349999999999998
127729,18,0.0026349999999999998
127730,18,0.0026349999999999998
127731,18,0.0026349999999999998
127732,18,0.0026349999999999998
127733,18,0.0026349999999999998
127734,18,0.0026349999999999998
127735,18,0.0026349999999999998
127736,18,0.0026349999999999998
127737,18,0.0026349999999999998
127738,19,0.0018705263157894735
127739,22,2.018181818181817e-4
127740,22,2.018181818181817e-4
127741,21,2.114285714285713e-4
127742,21,2.114285714285713e-4
127743,21,4.1476190476190465e-4
127744,21,4.1476190476190465e-4
127745,21,4.1476190476190465e-4
127746,21,4.1476190476190465e-4
127747,23,9.921739130434781e-4
127748,21,4.1476190476190465e-4
127749,21,4.1476190476190465e-4
127750,21,4.1476190476190465e-4
127751,27,9.711111111111111e-4
127752,23,9.921739130434781e-4
127753,22,3.959090909090908e-4
127754,22,3.959090909090908e-4
127755,22,3.959090909090908e-4
127756,21,4.1476190476190465e-4
127757,21,4.1476190476190465e-4
127758,21,4.1476190476190465e-4
127759,21,4.1476190476190465e-4
127760,22,3.959090909090908e-4
127761,21,4.1476190476190465e-4
127762,21,4.1476190476190465e-4
127763,21,4.1476190476190465e-4
127764,20,0.001947
127765,20,0.001947
127766,20,0.001947
127767,20,0.001947
127768,20,0.001947
127769,20,0.001947
127770,21,4.1476190476190465e-4
127771,22,3.959090909090908e-4
127772,22,3.959090909090908e-4
127773,22,3.959090909090908e-4
127774,22,3.959090909090908e-4
127775,22,3.959090909090908e-4
127776,22,3.959090909090908e-4
127777,22,3.959090909090908e-4
127778,22,3.959090909090908e-4
127779,22,3.959090909090908e-4
127780,22,3.959090909090908e-4
127781,22,3.959090909090908e-4
127782,22,3.959090909090908e-4
127783,22,3.959090909090908e-4
127784,22,3.959090909090908e-4
127785,21,0.0018542857142857141
127786,21,0.0018542857142857141
127787,20,0.001947
127788,20,0.001947
127789,20,0.001947
127790,20,0.001947
127791,20,0.001947
127792,20,0.001947
127793,19,0.0018705263157894735
127794,19,0.0018705263157894735
127795,19,0.0018705263157894735
127796,19,0.0018705263157894735
127797,19,0.0018705263157894735
127798,19,0.0018705263157894735
127799,19,0.0018705263157894735
127800,19,0.0018705263157894735
127801,19,0.0018705263157894735
127802,19,0.0018705263157894735
127803,19,0.0018705263157894735
127804,19,0.0018705263157894735
127805,18,0.0019744444444444445
127806,18,0.0019744444444444445
127807,18,0.0019744444444444445
127808,18,0.0019744444444444445
127809,19,2.794736842105262e-4
127810,19,2.794736842105262e-4
127811,19,2.794736842105262e-4
127812,19,2.794736842105262e-4
127813,17,1.1235294117647047e-4
127814,17,1.1235294117647047e-4
127815,55,0.001566
127816,16,-9.975000000000001e-4
127817,6,0.00139
127818,8,5.087499999999999e-4
127819,46,0.0023817391304347827
127820,35,0.002794
127888,99,0.0019852525252525254
127889,366,0.0017683333333333331
127890,365,0.001737917808219178
127891,27,8.451851851851851e-4
127892,22,4.727272727272716e-5
127893,21,2.528571428571428e-4
127894,21,2.528571428571428e-4
127895,21,2.528571428571428e-4
127896,20,2.654999999999999e-4
127897,20,2.654999999999999e-4
127898,20,2.654999999999999e-4
127899,19,0.0018705263157894735
127900,19,0.0018705263157894735
127901,18,0.0019744444444444445
127902,18,0.0019744444444444445
127903,17,0.0018905882352941174
127904,17,0.0018905882352941174
127905,17,0.0018905882352941174
127906,17,0.0018905882352941174
127907,17,0.0018905882352941174
127908,17,0.0018905882352941174
127909,15,0.002935333333333333
127910,15,0.002935333333333333
127911,14,0.002902142857142857
127912,14,0.002902142857142857
127913,17,0.0032199999999999998
127914,26,0.00202
127915,13,0.002863846153846154
127916,13,0.002863846153846154
127917,12,0.0028191666666666664
127918,12,0.0028191666666666664
127919,12,0.0028191666666666664
127920,12,0.0028191666666666664
127921,12,0.0028191666666666664
127922,12,0.0028191666666666664
127923,13,0.002602307692307692
127924,13,0.002602307692307692
127925,12,0.0028191666666666664
127926,12,0.0028191666666666664
127927,12,0.0028191666666666664
127928,12,0.0028191666666666664
127929,12,0.0028191666666666664
127930,12,0.0028191666666666664
127931,12,0.0028191666666666664
127932,12,0.0028191666666666664
127933,13,0.0022738461538461536
127934,13,0.0022738461538461536
127935,13,0.0022738461538461536
127936,12,0.0028191666666666664
127937,12,0.0028191666666666664
127938,12,0.0028191666666666664
127939,12,0.0028191666666666664
127940,12,0.0028191666666666664
127941,12,0.0028191666666666664
127942,12,0.0028191666666666664
127943,12,0.0028191666666666664
127944,12,0.0028191666666666664
127945,12,0.0028191666666666664
127946,14,0.002354285714285714
127947,17,0.0030199999999999997
127948,17,0.0030199999999999997
127949,15,0.0021973333333333333
127950,15,0.0021973333333333333
127951,14,0.0026592857142857143
127952,14,0.0026592857142857143
127953,12,0.0031025
127954,12,0.0031025
127955,12,0.0031025
127956,12,0.0031025
127957,13,0.002863846153846154
127958,13,0.002863846153846154
127959,13,0.002863846153846154
127960,13,0.002863846153846154
127961,13,0.002863846153846154
127962,12,0.0028191666666666664
127963,12,0.0028191666666666664
127964,12,0.0028191666666666664
127965,13,0.002863846153846154
127966,13,0.002863846153846154
127967,13,0.002863846153846154
127968,13,0.002863846153846154
127969,11,0.0030754545454545453
127970,12,0.0031025
127971,12,0.0031025
127972,12,0.0031025
127973,11,0.0030754545454545453
127974,11,0.0030754545454545453
127975,10,0.0033829999999999997
127976,10,0.0033829999999999997
127977,11,0.0033845454545454543
127978,11,0.0033845454545454543
127979,12,0.0031025
127980,12,0.002463333333333333
127981,12,0.002463333333333333
127982,10,0.0033829999999999997
127983,9,0.0033811111111111108
127984,9,0.0033811111111111108
127985,9,0.0033811111111111108
127986,9,0.0033811111111111108
127987,9,0.0033811111111111108
127988,9,0.0033811111111111108
127989,10,0.0033829999999999997
127990,10,0.0033829999999999997
127991,10,8.51e-4
127992,11,7.736363636363636e-4
127993,11,7.736363636363636e-4
127994,16,0.00141375
127995,367,0.0020386648501362395
127996,387,0.0020475193798449613
127997,369,0.002073821138211382
127998,190,0.0020079473684210527
128005,46,9.98695652173913e-4
128006,33,7.739393939393939e-4
128007,14,9.714285714285713e-4
128008,16,0.0012749999999999999
128009,82,0.0017154878048780487
128010,354,0.0021404237288135592
128011,248,0.0020725403225806452
128012,135,0.0019688148148148147
128013,92,0.002124782608695652
128014,360,0.002085861111111111
128015,362,0.0020649447513812155
128016,355,0.002105661971830986
128017,273,0.0023215384615384613
128018,9,0.002922222222222222
128019,172,0.0021821511627906974
128023,29,2.927586206896551e-4
128036,46,0.0012391304347826085
128037,100,0.0017526999999999998
128038,501,0.001967205588822355
128039,497,0.001951871227364185
128040,17,0.0012394117647058823
128041,499,0.0019440480961923847
128042,502,0.001967430278884462
128043,501,0.0019797205588822355
128044,506,0.001958596837944664
128045,505,0.001984237623762376
128046,505,0.001941148514851485
128047,511,0.0019598238747553813
128048,25,0.0018499999999999999
128049,525,0.0019190095238095237
128050,528,0.0019542613636363633
128051,533,0.0019486866791744838
128052,22,0.0019477272727272726
128053,534,0.0019248689138576778
128054,23,0.0018630434782608695
128055,537,0.0019394413407821229
128056,436,0.0019349311926605503
128057,479,0.0020006471816283924
128058,537,0.0019800558659217875
128059,22,0.0019477272727272726
128060,21,0.00204047619047619
128061,17,0.0012394117647058823
128062,17,0.0012394117647058823
128063,523,0.0019539579349904398
128064,17,0.0012394117647058823
128065,15,0.0016893333333333333
128066,15,0.0016893333333333333
128067,15,0.0016893333333333333
128068,15,0.0016893333333333333
128069,19,0.002076315789473684
128070,17,0.0012394117647058823
128071,15,0.0016893333333333333
128072,14,0.00181
128073,15,0.0016893333333333333
128074,14,0.00181
128075,12,0.001983333333333333
128076,11,0.0018545454545454544
128077,11,0.0018545454545454544
128078,11,0.0018545454545454544
128079,11,0.0018545454545454544
128080,11,0.0018545454545454544
128081,11,0.0018545454545454544
128082,11,0.0018545454545454544
128083,11,0.0018545454545454544
128084,11,0.0018545454545454544
128085,11,0.0018545454545454544
128086,10,0.0017
128087,10,0.0017
128088,10,0.0017
128089,10,0.0017
128090,10,0.0017
128091,10,0.0017
128092,10,0.0017
128093,11,0.0018545454545454544
128094,10,0.0017
128095,10,0.0017
128096,10,0.0017
128097,10,0.0017
128098,11,0.0018545454545454544
128099,13,0.0012407692307692306
128100,11,0.0018545454545454544
128101,11,0.0018545454545454544
128102,11,0.0018545454545454544
128103,11,0.0018545454545454544
128104,11,0.0018545454545454544
128105,11,0.0018545454545454544
128106,11,0.0018545454545454544
128107,11,0.0018545454545454544
128108,11,0.0018545454545454544
128109,11,0.0018545454545454544
128110,483,0.001883022774327122
128111,13,0.0012407692307692306
128112,13,0.0012407692307692306
128113,13,0.0012407692307692306
128114,14,0.001395
128115,14,0.001395
128116,14,0.001395
128117,14,0.001395
128118,13,9.161538461538461e-4
128119,13,9.161538461538461e-4
128120,14,8.507142857142857e-4
128121,14,8.507142857142857e-4
128122,14,8.507142857142857e-4
128123,15,0.0016893333333333333
128124,14,0.00181
128125,14,0.00181
128126,14,0.00181
128127,15,0.0016893333333333333
128128,15,0.0016893333333333333
128129,15,0.0016893333333333333
128130,15,0.0016893333333333333
128131,15,0.0016893333333333333
128132,15,0.0016893333333333333
128133,15,0.001916
128134,15,0.001916
128135,15,0.001916
128136,15,0.001916
128137,16,0.0017962499999999999
128138,16,0.0017962499999999999
128139,16,0.0017962499999999999
128140,16,0.0017962499999999999
128141,16,0.0017962499999999999
128142,16,0.0017962499999999999
128143,16,0.0017962499999999999
128144,16,0.0017962499999999999
128145,16,0.0017962499999999999
128146,458,0.0018695633187772924
128147,462,0.0018754545454545454
128148,18,0.0013594444444444444
128149,16,0.0017962499999999999
128150,16,0.0017962499999999999
128151,18,0.0013594444444444444
128152,21,0.00204047619047619
128153,16,0.0017962499999999999
128154,16,0.0017962499999999999
128155,16,0.0017962499999999999
128156,16,0.0017962499999999999
128157,16,0.0017962499999999999
128158,16,0.0017962499999999999
128159,17,0.0018905882352941174
128160,17,0.0018905882352941174
128161,17,0.0018905882352941174
128162,19,0.0014668421052631577
128163,17,0.0018905882352941174
128164,17,0.0018905882352941174
128165,17,0.0018905882352941174
128166,17,0.0018905882352941174
128167,397,0.0016498992443324935
128168,19,0.0014668421052631577
128169,17,0.0018905882352941174
128170,17,0.0018905882352941174
128171,16,0.0020087499999999997
128172,16,0.0020087499999999997
128173,16,0.0020087499999999997
128174,16,0.0020087499999999997
128175,17,0.0020905882352941175
128176,17,0.0020905882352941175
128177,17,0.0020905882352941175
128178,17,0.0020905882352941175
128179,18,0.0019744444444444445
128180,18,0.0019744444444444445
128181,18,0.0019744444444444445
128182,18,0.0019744444444444445
128183,18,0.0019744444444444445
128184,18,0.0019744444444444445
128185,18,0.0019744444444444445
128186,18,0.0019744444444444445
128187,18,0.0019744444444444445
128188,18,0.0019744444444444445
128189,18,0.0019744444444444445
128190,18,0.0019744444444444445
128191,18,0.0019744444444444445
128192,22,0.002256818181818182
128193,21,0.002364285714285714
128194,20,0.0015634999999999998
128195,19,0.0018705263157894735
128196,19,0.0018705263157894735
128197,19,0.0020494736842105264
128198,20,0.001947
128199,23,0.0023065217391304346
128200,20,0.001947
128201,20,0.001947
128202,20,0.001947
128203,22,2.018181818181817e-4
128204,24,9.508333333333333e-4
128205,24,9.508333333333333e-4
128206,22,2.018181818181817e-4
128207,22,2.018181818181817e-4
128208,21,4.1476190476190465e-4
128209,21,4.1476190476190465e-4
128210,21,4.1476190476190465e-4
128211,21,4.1476190476190465e-4
128212,21,4.1476190476190465e-4
128213,21,4.1476190476190465e-4
128214,21,4.1476190476190465e-4
128215,21,4.1476190476190465e-4
128216,21,4.1476190476190465e-4
128217,22,2.018181818181817e-4
128218,21,4.1476190476190465e-4
128219,21,4.1476190476190465e-4
128220,21,4.1476190476190465e-4
128221,21,4.1476190476190465e-4
128222,21,4.1476190476190465e-4
128223,21,4.1476190476190465e-4
128224,21,4.1476190476190465e-4
128225,21,4.1476190476190465e-4
128226,21,4.1476190476190465e-4
128227,21,4.1476190476190465e-4
128228,21,4.1476190476190465e-4
128229,21,4.1476190476190465e-4
128230,21,4.1476190476190465e-4
128231,21,4.1476190476190465e-4
128232,21,4.1476190476190465e-4
128233,21,4.1476190476190465e-4
128234,21,4.1476190476190465e-4
128235,21,4.1476190476190465e-4
128236,21,4.1476190476190465e-4
128237,22,5.504545454545454e-4
128238,22,5.504545454545454e-4
128239,22,5.504545454545454e-4
128240,22,5.504545454545454e-4
128241,22,5.504545454545454e-4
128242,22,5.504545454545454e-4
128243,22,5.504545454545454e-4
128244,22,5.504545454545454e-4
128245,22,5.504545454545454e-4
128246,22,5.504545454545454e-4
128247,22,5.504545454545454e-4
128248,22,5.504545454545454e-4
128249,22,5.504545454545454e-4
128250,22,5.504545454545454e-4
128251,22,5.504545454545454e-4
128252,22,5.504545454545454e-4
128253,22,5.504545454545454e-4
128254,22,5.504545454545454e-4
128255,22,5.504545454545454e-4
128256,22,5.504545454545454e-4
128257,22,5.504545454545454e-4
128258,22,5.504545454545454e-4
128259,22,5.504545454545454e-4
128260,22,5.504545454545454e-4
128261,22,5.504545454545454e-4
128262,22,5.504545454545454e-4
128263,22,5.504545454545454e-4
128264,22,5.504545454545454e-4
128265,22,5.504545454545454e-4
128266,22,5.504545454545454e-4
128267,22,5.504545454545454e-4
128268,22,5.504545454545454e-4
128269,22,5.504545454545454e-4
128270,22,5.504545454545454e-4
128271,22,5.504545454545454e-4
128272,22,5.504545454545454e-4
128273,22,5.504545454545454e-4
128274,22,5.504545454545454e-4
128275,22,5.504545454545454e-4
128276,22,5.504545454545454e-4
128277,22,5.504545454545454e-4
128278,22,5.504545454545454e-4
128279,22,5.504545454545454e-4
128280,22,5.504545454545454e-4
128281,22,5.504545454545454e-4
128282,22,5.504545454545454e-4
128283,22,5.504545454545454e-4
128284,22,5.504545454545454e-4
128285,22,5.504545454545454e-4
128286,22,5.504545454545454e-4
128287,22,5.504545454545454e-4
128288,22,5.504545454545454e-4
128289,22,5.504545454545454e-4
128290,22,5.504545454545454e-4
128291,22,5.504545454545454e-4
128292,22,5.504545454545454e-4
128293,22,5.504545454545454e-4
128294,22,5.504545454545454e-4
128295,22,5.504545454545454e-4
128296,22,5.504545454545454e-4
128297,22,5.504545454545454e-4
128298,22,5.504545454545454e-4
128299,22,5.504545454545454e-4
128300,22,5.504545454545454e-4
128301,22,5.504545454545454e-4
128302,22,5.504545454545454e-4
128303,22,5.504545454545454e-4
128304,22,5.504545454545454e-4
128305,23,5.265217391304347e-4
128306,23,5.265217391304347e-4
128307,23,5.265217391304347e-4
128308,23,5.265217391304347e-4
128309,23,5.265217391304347e-4
128310,23,5.265217391304347e-4
128311,23,5.265217391304347e-4
128312,23,5.265217391304347e-4
128313,23,5.265217391304347e-4
128314,23,5.265217391304347e-4
128315,23,5.265217391304347e-4
128316,23,5.265217391304347e-4
128317,23,5.265217391304347e-4
128318,23,5.265217391304347e-4
128319,23,5.265217391304347e-4
128320,23,5.265217391304347e-4
128321,23,5.265217391304347e-4
128322,23,5.265217391304347e-4
128323,23,5.265217391304347e-4
128324,23,5.265217391304347e-4
128325,23,5.265217391304347e-4
128326,23,5.265217391304347e-4
128327,23,5.265217391304347e-4
128328,23,5.265217391304347e-4
128329,23,5.265217391304347e-4
128330,23,5.265217391304347e-4
128331,23,5.265217391304347e-4
128332,23,5.265217391304347e-4
128333,23,5.265217391304347e-4
128334,23,5.265217391304347e-4
128335,24,3.2666666666666657e-4
128336,24,3.2666666666666657e-4
128337,24,3.2666666666666657e-4
128338,29,0.0010213793103448275
128339,156,8.542948717948718e-4
128340,26,0.0010084615384615384
128341,25,0.0010488
128342,25,0.0010488
128343,24,0.0010925
128344,23,3.4086956521739117e-4
128345,23,3.4086956521739117e-4
128346,23,3.4086956521739117e-4
128347,23,3.4086956521739117e-4
128348,23,3.4086956521739117e-4
128349,23,3.4086956521739117e-4
128350,22,5.504545454545454e-4
128351,23,5.265217391304347e-4
128352,23,5.265217391304347e-4
128353,22,5.504545454545454e-4
128354,23,5.265217391304347e-4
128355,21,5.766666666666665e-4
128356,21,5.766666666666665e-4
128357,22,2.018181818181817e-4
128358,21,4.1476190476190465e-4
128359,21,4.95238095238094e-5
128360,131,7.502290076335877e-4
128361,79,0.0010060759493670886
128419,1,0.0034
128420,1,0.0034
128421,1,0.0034
128422,3,0.0034
128423,2,0.0034
128424,1,0.0034
128425,2,0.0017
128426,17,0.0013488235294117645
128427,101,0.0017995049504950494
128428,104,0.0015138461538461538
128429,125,0.00148264
128430,68,0.0017701470588235293
128431,19,0.002271578947368421
128432,18,0.0022088888888888887
128433,19,0.002271578947368421
128434,18,0.0026349999999999998
128435,18,0.0026349999999999998
128436,18,0.0026349999999999998
128437,18,0.0026349999999999998
128438,18,0.0026349999999999998
128439,18,0.0026349999999999998
128440,18,0.0026349999999999998
128441,26,0.002366923076923077
128442,18,0.0026349999999999998
128443,18,0.0026349999999999998
128444,18,0.0026349999999999998
128445,18,0.0026349999999999998
128446,18,0.0026349999999999998
128447,19,0.0026752631578947366
128448,19,0.0026752631578947366
128449,19,0.0026752631578947366
128450,19,0.0026752631578947366
128451,19,0.0026752631578947366
128452,19,0.0026752631578947366
128453,19,0.0026752631578947366
128454,19,0.0026752631578947366
128455,19,0.0026752631578947366
128456,19,0.0026752631578947366
128457,21,4.1476190476190465e-4
128458,21,4.1476190476190465e-4
128459,22,2.018181818181817e-4
128460,22,2.018181818181817e-4
128461,23,9.921739130434781e-4
128462,28,9.364285714285713e-4
128463,21,4.1476190476190465e-4
128464,21,4.1476190476190465e-4
128465,21,4.1476190476190465e-4
128466,21,4.1476190476190465e-4
128467,22,2.018181818181817e-4
128468,21,4.1476190476190465e-4
128469,22,2.018181818181817e-4
128470,21,4.1476190476190465e-4
128471,21,4.1476190476190465e-4
128472,21,4.1476190476190465e-4
128473,21,4.1476190476190465e-4
128474,21,4.1476190476190465e-4
128475,21,4.1476190476190465e-4
128476,21,4.1476190476190465e-4
128477,21,4.1476190476190465e-4
128478,21,4.1476190476190465e-4
128479,21,4.1476190476190465e-4
128480,21,4.1476190476190465e-4
128481,21,4.1476190476190465e-4
128482,21,4.1476190476190465e-4
128483,21,4.1476190476190465e-4
128484,21,4.1476190476190465e-4
128485,21,4.1476190476190465e-4
128486,23,9.921739130434781e-4
128487,26,0.0010084615384615384
128488,24,9.508333333333333e-4
128489,28,9.364285714285713e-4
128490,23,1.9304347826086944e-4
128491,22,3.959090909090908e-4
128492,22,3.959090909090908e-4
128493,23,5.265217391304347e-4
128494,23,5.265217391304347e-4
128495,24,6.462499999999999e-4
128496,24,6.462499999999999e-4
128497,24,6.462499999999999e-4
128498,24,6.462499999999999e-4
128499,24,6.462499999999999e-4
128500,24,6.462499999999999e-4
128501,23,5.265217391304347e-4
128502,23,5.265217391304347e-4
128503,22,3.959090909090908e-4
128504,22,3.959090909090908e-4
128505,22,3.959090909090908e-4
128506,22,3.959090909090908e-4
128507,22,3.959090909090908e-4
128508,22,3.959090909090908e-4
128509,22,3.959090909090908e-4
128510,22,3.959090909090908e-4
128511,22,3.959090909090908e-4
128512,21,0.0018542857142857141
128513,21,0.0018542857142857141
128514,21,0.0018542857142857141
128515,21,0.0018542857142857141
128516,21,0.0018542857142857141
128517,20,0.001947
128518,20,0.001947
128519,20,0.001947
128520,20,0.001947
128521,20,0.001947
128522,20,0.001947
128523,20,0.001947
128524,20,0.001947
128525,21,4.1476190476190465e-4
128526,21,4.1476190476190465e-4
128527,21,4.1476190476190465e-4
128528,21,4.1476190476190465e-4
128529,21,4.1476190476190465e-4
128530,21,4.1476190476190465e-4
128531,20,4.354999999999999e-4
128532,20,4.354999999999999e-4
128533,20,4.354999999999999e-4
128534,23,9.921739130434781e-4
128535,18,2.949999999999999e-4
128536,16,-9.312500000000011e-5
128537,10,-0.0018490000000000002
128538,27,6.58148148148148e-4
128539,48,0.0014677083333333332
128540,39,0.002768974358974359
128607,345,0.001968405797101449
128608,363,0.0017735812672176308
128609,110,0.00139
128610,25,9.128e-4
128611,21,2.528571428571428e-4
128612,21,2.528571428571428e-4
128613,21,2.528571428571428e-4
128614,21,2.528571428571428e-4
128615,21,2.528571428571428e-4
128616,20,2.654999999999999e-4
128617,20,2.654999999999999e-4
128618,20,2.654999999999999e-4
128619,19,0.0018705263157894735
128620,18,0.0019744444444444445
128621,17,0.0018905882352941174
128622,17,0.0018905882352941174
128623,17,0.0018905882352941174
128624,17,0.0018905882352941174
128625,17,0.0018905882352941174
128626,17,0.0018905882352941174
128627,17,0.0018905882352941174
128628,17,0.0018905882352941174
128629,14,0.002902142857142857
128630,14,0.002902142857142857
128631,14,0.002902142857142857
128632,16,0.00342125
128633,18,0.003041111111111111
128634,13,0.002863846153846154
128635,13,0.002863846153846154
128636,13,0.002863846153846154
128637,12,0.0028191666666666664
128638,12,0.0028191666666666664
128639,12,0.0028191666666666664
128640,12,0.0028191666666666664
128641,12,0.0028191666666666664
128642,12,0.0028191666666666664
128643,12,0.0028191666666666664
128644,12,0.0028191666666666664
128645,11,0.0030754545454545453
128646,12,0.0028191666666666664
128647,12,0.0028191666666666664
128648,12,0.0028191666666666664
128649,12,0.0028191666666666664
128650,12,0.0028191666666666664
128651,12,0.0028191666666666664
128652,12,0.0028191666666666664
128653,12,0.0028191666666666664
128654,12,0.0028191666666666664
128655,12,0.0028191666666666664
128656,12,0.0028191666666666664
128657,12,0.0028191666666666664
128658,12,0.0028191666666666664
128659,12,0.0028191666666666664
128660,12,0.0028191666666666664
128661,12,0.0028191666666666664
128662,12,0.0028191666666666664
128663,12,0.0028191666666666664
128664,12,0.0028191666666666664
128665,12,0.0028191666666666664
