iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
190360,Astronesthes macropogon,"NA",europe,NA,NA
190361,Astronesthes niger,LC,europe,0,LC
190362,Sphyraena guachancho,LC,gulf_of_mexico,0,LC
190372,Pristipomoides macrophthalmus,LC,gulf_of_mexico,0,LC
190373,Astronesthes atlanticus,"NA",europe,NA,NA
190375,Hoplunnis macrura,LC,gulf_of_mexico,0,LC
190377,Xanthichthys ringens,LC,gulf_of_mexico,0,LC
190378,Regalecus glesne,LC,europe,0,LC
190378,Regalecus glesne,DD,mediterranean,NA,DD
190378,Regalecus glesne,LC,gulf_of_mexico,0,LC
190379,Ophichthus hyposagmatus,DD,gulf_of_mexico,NA,DD
190380,Lagocephalus laevigatus,LC,gulf_of_mexico,0,LC
190383,Cetengraulis edentulus,LC,gulf_of_mexico,0,LC
190385,Antimora rostrata,LC,europe,0,LC
190387,Neobythites gilli,LC,gulf_of_mexico,0,LC
190388,Selar crumenophthalmus,LC,persian_gulf,0,LC
190388,Selar crumenophthalmus,LC,gulf_of_mexico,0,LC
190389,Scopelosaurus lepidus,LC,europe,0,LC
190390,Bolinichthys indicus,LC,europe,0,LC
190391,Cheilopogon furcatus,LC,europe,0,LC
190391,Cheilopogon furcatus,LC,gulf_of_mexico,0,LC
190392,Letharchus velifer,LC,gulf_of_mexico,0,LC
190393,Echeneis naucrates,LC,persian_gulf,0,LC
190393,Echeneis naucrates,LC,gulf_of_mexico,0,LC
190394,Taractichthys longipinnis,LC,europe,0,LC
190394,Taractichthys longipinnis,LC,gulf_of_mexico,0,LC
190397,Pristigenys alta,LC,gulf_of_mexico,0,LC
190400,Uroconger syringinus,LC,gulf_of_mexico,0,LC
190402,Spiniphryne gladisfenae,"NA",europe,NA,NA
190403,Polyacanthonotus challengeri,LC,europe,0,LC
190405,Ichthyapus ophioneus,LC,gulf_of_mexico,0,LC
190407,Trachinotus falcatus,LC,gulf_of_mexico,0,LC
190409,Mugil liza,DD,gulf_of_mexico,NA,DD
190420,Corniger spinosus,LC,gulf_of_mexico,0,LC
190422,Mola mola,DD,europe,NA,DD
190422,Mola mola,DD,mediterranean,NA,DD
190422,Mola mola,LC,gulf_of_mexico,0,LC
190425,Lobianchia gemellarii,LC,europe,0,LC
190425,Lobianchia gemellarii,DD,mediterranean,NA,DD
190426,Polydactylus virginicus,DD,gulf_of_mexico,NA,DD
190429,Mulloidichthys martinicus,LC,gulf_of_mexico,0,LC
190430,Callechelys bilinearis,DD,gulf_of_mexico,NA,DD
190431,Nettastoma melanurum,LC,europe,0,LC
190431,Nettastoma melanurum,LC,mediterranean,0,LC
190432,Ruvettus pretiosus,LC,europe,0,LC
190432,Ruvettus pretiosus,LC,mediterranean,0,LC
190436,Prionotus martis,LC,gulf_of_mexico,0,LC
190438,Opsanus dichrostomus,LC,gulf_of_mexico,0,LC
190440,Myrichthys ocellatus,LC,gulf_of_mexico,0,LC
190441,Fowlerichthys ocellatus,LC,gulf_of_mexico,0,LC
190444,Canthidermis maculata,LC,europe,0,LC
190444,Canthidermis maculata,LC,gulf_of_mexico,0,LC
190447,Caulophryne jordani,"NA",europe,NA,NA
190452,Naucrates ductor,LC,persian_gulf,0,LC
190452,Naucrates ductor,LC,europe,0,LC
190452,Naucrates ductor,LC,mediterranean,0,LC
190452,Naucrates ductor,LC,gulf_of_mexico,0,LC
190453,Myctophum punctatum,LC,europe,0,LC
190453,Myctophum punctatum,LC,mediterranean,0,LC
190456,Ariopsis felis,LC,gulf_of_mexico,0,LC
190458,Caranx hippos,DD,mediterranean,NA,DD
190458,Caranx hippos,LC,gulf_of_mexico,0,LC
190459,Antennarius multiocellatus,LC,gulf_of_mexico,0,LC
190461,Phtheirichthys lineatus,"NA",europe,NA,NA
190461,Phtheirichthys lineatus,LC,gulf_of_mexico,0,LC
190462,Symphurus plagiusa,LC,gulf_of_mexico,0,LC
190464,Lagocephalus lagocephalus,LC,europe,0,LC
190464,Lagocephalus lagocephalus,LC,mediterranean,0,LC
190464,Lagocephalus lagocephalus,DD,gulf_of_mexico,NA,DD
190466,Symbolophorus veranyi,LC,europe,0,LC
190466,Symbolophorus veranyi,LC,mediterranean,0,LC
190469,Echiodon dawsoni,LC,gulf_of_mexico,0,LC
190470,Malacanthus plumieri,LC,gulf_of_mexico,0,LC
190471,Gonostoma denudatum,LC,europe,0,LC
190471,Gonostoma denudatum,DD,mediterranean,NA,DD
190477,Symbolophorus rufinus,"NA",europe,NA,NA
190478,Harengula jaguana,LC,gulf_of_mexico,0,LC
190480,Scopelarchus michaelsarsi,"NA",europe,NA,NA
190481,Haemulon aurolineatum,LC,gulf_of_mexico,0,LC
190484,Synodus intermedius,LC,gulf_of_mexico,0,LC
190485,Melanolagus bericoides,LC,europe,0,LC
190488,Bolinichthys supralateralis,"NA",europe,NA,NA
190698,Scarus vetula,LC,gulf_of_mexico,0,LC
190705,Scarus ghobban,EN,persian_gulf,0.6,EN
190709,Scarus coeruleus,LC,gulf_of_mexico,0,LC
190710,Sparisoma cretense,LC,europe,0,LC
190710,Sparisoma cretense,LC,mediterranean,0,LC
190712,Sparisoma radians,LC,gulf_of_mexico,0,LC
190714,Scarus fuscopurpureus,DD,persian_gulf,NA,DD
190715,Chlorurus sordidus,VU,persian_gulf,0.4,VU
190720,Scarus coelestinus,LC,gulf_of_mexico,0,LC
190721,Sparisoma rubripinne,LC,gulf_of_mexico,0,LC
190729,Sparisoma aurofrenatum,LC,gulf_of_mexico,0,LC
190730,Nicholsina usta,LC,gulf_of_mexico,0,LC
190732,Scarus iseri,LC,gulf_of_mexico,0,LC
190734,Sparisoma viride,LC,gulf_of_mexico,0,LC
190736,Scarus psittacus,DD,persian_gulf,NA,DD
190738,Sparisoma chrysopterum,LC,gulf_of_mexico,0,LC
190750,Scarus taeniopterus,LC,gulf_of_mexico,0,LC
190757,Cryptotomus roseus,LC,gulf_of_mexico,0,LC
190759,Scarus ferrugineus,VU,persian_gulf,0.4,VU
190765,Scarus persicus,VU,persian_gulf,0.4,VU
190768,Sparisoma atomarium,LC,gulf_of_mexico,0,LC
190957,Lophogobius cyprinoides,LC,gulf_of_mexico,0,LC
190958,Gobiosoma robustum,LC,gulf_of_mexico,0,LC
190959,Bathygobius mystacium,LC,gulf_of_mexico,0,LC
190960,Ctenogobius stigmaticus,LC,gulf_of_mexico,0,LC
190973,Apogon planifrons,LC,gulf_of_mexico,0,LC
190974,Phaeoptyx xenus,LC,gulf_of_mexico,0,LC
191110,Ophichthus gomesii,LC,gulf_of_mexico,0,LC
191191,Menidia beryllina,LC,gulf_of_mexico,0,LC
191192,Menidia colei,EN,gulf_of_mexico,0.6,EN
191196,Chriodorus atherinoides,LC,gulf_of_mexico,0,LC
191197,Hyporhamphus meeki,LC,gulf_of_mexico,0,LC
191207,Brevoortia gunteri,LC,gulf_of_mexico,0,LC
191208,Brevoortia patronus,LC,gulf_of_mexico,0,LC
191214,Anchoa lyolepis,LC,gulf_of_mexico,0,LC
191308,Floridichthys carpio,LC,gulf_of_mexico,0,LC
191309,Floridichthys polyommus,LC,gulf_of_mexico,0,LC
191311,Fundulus grandissimus,VU,gulf_of_mexico,0.4,VU
191314,Fundulus similis,LC,gulf_of_mexico,0,LC
191822,Elops saurus,LC,gulf_of_mexico,0,LC
191823,Megalops atlanticus,DD,gulf_of_mexico,NA,DD
191828,Lupinoblennius nicholsi,LC,gulf_of_mexico,0,LC
191829,Caranx latus,"NA",europe,NA,NA
191829,Caranx latus,LC,gulf_of_mexico,0,LC
191831,Centropomus ensiferus,LC,gulf_of_mexico,0,LC
191832,Centropomus mexicanus,LC,gulf_of_mexico,0,LC
191833,Centropomus pectinatus,LC,gulf_of_mexico,0,LC
191834,Centropomus poeyi,LC,gulf_of_mexico,0,LC
191835,Centropomus undecimalis,LC,gulf_of_mexico,0,LC
192930,Diapterus rhombeus,LC,gulf_of_mexico,0,LC
192932,Eucinostomus harengulus,LC,gulf_of_mexico,0,LC
192934,Ctenogobius shufeldti,LC,gulf_of_mexico,0,LC
192937,Orthopristis chrysoptera,LC,gulf_of_mexico,0,LC
192939,Pomadasys crocro,DD,gulf_of_mexico,NA,DD
192941,Lutjanus griseus,LC,gulf_of_mexico,0,LC
192945,Mugil trichodon,DD,gulf_of_mexico,NA,DD
193213,Istigobius ornatus,LC,persian_gulf,0,LC
193264,Bairdiella chrysoura,LC,gulf_of_mexico,0,LC
193265,Bairdiella ronchus,LC,gulf_of_mexico,0,LC
193266,Cynoscion nebulosus,LC,gulf_of_mexico,0,LC
193267,Leiostomus xanthurus,LC,gulf_of_mexico,0,LC
193268,Micropogonias undulatus,LC,gulf_of_mexico,0,LC
193269,Pogonias cromis,LC,gulf_of_mexico,0,LC
193270,Sciaenops ocellatus,LC,gulf_of_mexico,0,LC
193271,Stellifer lanceolatus,LC,gulf_of_mexico,0,LC
193272,Rypticus saponaceus,LC,gulf_of_mexico,0,LC
193273,Achirus lineatus,LC,gulf_of_mexico,0,LC
193606,Diodon eydouxii,"NA",europe,NA,NA
193606,Diodon eydouxii,DD,gulf_of_mexico,NA,DD
193609,Melichthys niger,LC,gulf_of_mexico,0,LC
193611,Sphoeroides parvus,LC,gulf_of_mexico,0,LC
193615,Ranzania laevis,DD,europe,NA,DD
193615,Ranzania laevis,DD,gulf_of_mexico,NA,DD
193622,Lagocephalus spadiceus,LC,persian_gulf,0,LC
193630,Sphoeroides spengleri,LC,gulf_of_mexico,0,LC
193634,Masturus lanceolatus,"NA",europe,NA,NA
193634,Masturus lanceolatus,LC,gulf_of_mexico,0,LC
193644,Chilomycterus antennatus,LC,gulf_of_mexico,0,LC
193647,Acanthostracion quadricornis,LC,gulf_of_mexico,0,LC
193664,Lagocephalus lunaris,LC,persian_gulf,0,LC
193668,Diodon hystrix,DD,europe,NA,DD
193668,Diodon hystrix,LC,gulf_of_mexico,0,LC
193691,Canthigaster capistrata,LC,europe,0,LC
193703,Torquigener flavimaculosus,LC,persian_gulf,0,LC
193712,Arothron stellatus,LC,persian_gulf,0,LC
193718,Lagocephalus guentheri,DD,persian_gulf,NA,DD
193725,Canthigaster jamestyleri,LC,gulf_of_mexico,0,LC
193736,Balistes capriscus,DD,europe,NA,DD
193736,Balistes capriscus,NT,gulf_of_mexico,0.2,NT
193752,Chilomycterus reticulatus,LC,europe,0,LC
193752,Chilomycterus reticulatus,LC,gulf_of_mexico,0,LC
193758,Ephippion guttifer,DD,europe,NA,DD
193758,Ephippion guttifer,DD,mediterranean,NA,DD
193759,Sphoeroides dorsalis,LC,gulf_of_mexico,0,LC
193762,Sphoeroides nephelus,LC,gulf_of_mexico,0,LC
193768,Acanthostracion notacanthus,"NA",europe,NA,NA
193771,Sphoeroides marmoratus,LC,europe,0,LC
193793,Canthigaster rostrata,LC,gulf_of_mexico,0,LC
193813,Sphoeroides testudineus,LC,gulf_of_mexico,0,LC
193815,Chilomycterus antillarum,LC,gulf_of_mexico,0,LC
193816,Lactophrys trigonus,LC,gulf_of_mexico,0,LC
193817,Diodon holocanthus,LC,gulf_of_mexico,0,LC
194303,Albula vulpes,LC,gulf_of_mexico,0,LC
194309,Elops smithi,DD,gulf_of_mexico,NA,DD
194335,Lutjanus lutjanus,LC,persian_gulf,0,LC
194344,Lutjanus synagris,NT,gulf_of_mexico,0.2,NT
194359,Lutjanus quinquelineatus,LC,persian_gulf,0,LC
194365,Lutjanus campechanus,VU,gulf_of_mexico,0.4,VU
194370,Lutjanus fulviflamma,LC,persian_gulf,0,LC
194406,Lutjanus vivanus,LC,gulf_of_mexico,0,LC
194407,Lutjanus ehrenbergii,LC,persian_gulf,0,LC
194408,Anisotremus surinamensis,DD,gulf_of_mexico,NA,DD
194409,Anisotremus virginicus,LC,gulf_of_mexico,0,LC
194414,Conodon nobilis,LC,gulf_of_mexico,0,LC
194415,Haemulon boschmae,LC,gulf_of_mexico,0,LC
194416,Haemulon carbonarium,LC,gulf_of_mexico,0,LC
194417,Haemulon chrysargyreum,LC,gulf_of_mexico,0,LC
194418,Haemulon flavolineatum,LC,gulf_of_mexico,0,LC
194419,Haemulon macrostomum,LC,gulf_of_mexico,0,LC
194420,Haemulon melanurum,LC,gulf_of_mexico,0,LC
194421,Haemulon parra,LC,gulf_of_mexico,0,LC
194422,Haemulon sciurus,LC,gulf_of_mexico,0,LC
194427,Parapristipoma humile,LC,europe,0,LC
194428,Parapristipoma octolineatum,LC,europe,0,LC
194428,Parapristipoma octolineatum,DD,mediterranean,NA,DD
194433,Plectorhinchus mediterraneus,LC,europe,0,LC
194433,Plectorhinchus mediterraneus,LC,mediterranean,0,LC
194812,Lepadogaster lepadogaster,LC,europe,0,LC
194812,Lepadogaster lepadogaster,LC,mediterranean,0,LC
194814,Panturichthys fowleri,DD,europe,NA,DD
194814,Panturichthys fowleri,DD,mediterranean,NA,DD
194815,Ophichthus rufus,LC,europe,0,LC
194815,Ophichthus rufus,LC,mediterranean,0,LC
194816,Bathypterois mediterraneus,LC,mediterranean,0,LC
194818,Paralepis speciosa,LC,europe,0,LC
194838,Lepidion lepidion,LC,europe,0,LC
194838,Lepidion lepidion,LC,mediterranean,0,LC
194840,Rhynchogadus hepaticus,DD,europe,NA,DD
194840,Rhynchogadus hepaticus,DD,mediterranean,NA,DD
194843,Opeatogenys gracilis,LC,europe,0,LC
194843,Opeatogenys gracilis,LC,mediterranean,0,LC
194844,Notoscopelus elongatus,LC,europe,0,LC
194844,Notoscopelus elongatus,LC,mediterranean,0,LC
194845,Grammonus ater,LC,europe,0,LC
194845,Grammonus ater,LC,mediterranean,0,LC
194846,Echiodon dentatus,LC,europe,0,LC
194846,Echiodon dentatus,LC,mediterranean,0,LC
194847,Ophidion rochei,DD,europe,NA,DD
194847,Ophidion rochei,DD,mediterranean,NA,DD
194848,Parophidion vassali,DD,europe,NA,DD
194848,Parophidion vassali,DD,mediterranean,NA,DD
194850,Nansenia iberica,DD,europe,NA,DD
194850,Nansenia iberica,DD,mediterranean,NA,DD
194851,Microlipophrys adriaticus,LC,europe,0,LC
194853,Microlipophrys dalmatinus,LC,europe,0,LC
194853,Microlipophrys dalmatinus,LC,mediterranean,0,LC
194854,Microlipophrys nigriceps,LC,europe,0,LC
194854,Microlipophrys nigriceps,LC,mediterranean,0,LC
194855,Parablennius rouxi,LC,europe,0,LC
194855,Parablennius rouxi,LC,mediterranean,0,LC
194856,Salaria basilisca,LC,europe,0,LC
194856,Salaria basilisca,LC,mediterranean,0,LC
194857,Callionymus fasciatus,LC,europe,0,LC
194859,Microichthys coccoi,LC,europe,0,LC
194859,Microichthys coccoi,LC,mediterranean,0,LC
194860,Microichthys sanzoi,DD,europe,NA,DD
194860,Microichthys sanzoi,DD,mediterranean,NA,DD
194862,Buenia affinis,LC,europe,0,LC
194862,Buenia affinis,LC,mediterranean,0,LC
194863,Chromogobius zebratus,LC,europe,0,LC
194863,Chromogobius zebratus,LC,mediterranean,0,LC
194865,Corcyrogobius liechtensteini,LC,europe,0,LC
194865,Corcyrogobius liechtensteini,LC,mediterranean,0,LC
194867,Didogobius bentuvii,DD,europe,NA,DD
194867,Didogobius bentuvii,DD,mediterranean,NA,DD
194868,Didogobius schlieweni,LC,europe,0,LC
194868,Didogobius schlieweni,LC,mediterranean,0,LC
194869,Didogobius splechtnai,LC,europe,0,LC
194869,Didogobius splechtnai,LC,mediterranean,0,LC
194872,Gobius ater,LC,europe,0,LC
194872,Gobius ater,LC,mediterranean,0,LC
194873,Gobius bucchichi,LC,europe,0,LC
194873,Gobius bucchichi,LC,mediterranean,0,LC
194874,Gobius geniporus,LC,europe,0,LC
194874,Gobius geniporus,LC,mediterranean,0,LC
194875,Gobius kolombatovici,LC,europe,0,LC
194875,Gobius kolombatovici,LC,mediterranean,0,LC
194877,Gobius vittatus,LC,europe,0,LC
194877,Gobius vittatus,LC,mediterranean,0,LC
194879,Millerigobius macrocephalus,LC,europe,0,LC
194881,Odondebuenia balearica,LC,europe,0,LC
194881,Odondebuenia balearica,LC,mediterranean,0,LC
194882,Pomatoschistus bathi,LC,europe,0,LC
194883,Pomatoschistus knerii,LC,europe,0,LC
194883,Pomatoschistus knerii,LC,mediterranean,0,LC
194884,Pomatoschistus quagga,LC,europe,0,LC
194884,Pomatoschistus quagga,LC,mediterranean,0,LC
194885,Pomatoschistus tortonesei,EN,europe,0.6,EN
194885,Pomatoschistus tortonesei,EN,mediterranean,0.6,EN
194887,Pseudaphya ferreri,LC,europe,0,LC
194887,Pseudaphya ferreri,LC,mediterranean,0,LC
194889,Speleogobius trigloides,LC,europe,0,LC
194889,Speleogobius trigloides,LC,mediterranean,0,LC
194891,Thorogobius macrolepis,LC,europe,0,LC
194891,Thorogobius macrolepis,LC,mediterranean,0,LC
194893,Zebrus zebrus,LC,europe,0,LC
194895,Tripterygion melanurum,LC,europe,0,LC
194895,Tripterygion melanurum,LC,mediterranean,0,LC
194896,Tripterygion tripteronotum,LC,europe,0,LC
194897,Arnoglossus kessleri,DD,europe,NA,DD
194898,Solea aegyptiaca,LC,europe,0,LC
194898,Solea aegyptiaca,LC,mediterranean,0,LC
194900,Eutelichthys leptochirus,DD,europe,NA,DD
194900,Eutelichthys leptochirus,DD,mediterranean,NA,DD
194901,Paraliparis murieli,DD,europe,NA,DD
194901,Paraliparis murieli,DD,mediterranean,NA,DD
194902,Cyclothone pygmaea,LC,europe,0,LC
194902,Cyclothone pygmaea,LC,mediterranean,0,LC
194903,Syngnathus taenionotus,DD,europe,NA,DD
194903,Syngnathus taenionotus,DD,mediterranean,NA,DD
194904,Syngnathus tenuirostris,DD,europe,NA,DD
194904,Syngnathus tenuirostris,DD,mediterranean,NA,DD
194908,Starksia lepicoelia,DD,gulf_of_mexico,NA,DD
194909,Starksia weigti,DD,gulf_of_mexico,NA,DD
194960,Gouania willdenowi,LC,europe,0,LC
194960,Gouania willdenowi,LC,mediterranean,0,LC
194967,Chlopsis bicolor,LC,europe,0,LC
194967,Chlopsis bicolor,LC,mediterranean,0,LC
194967,Chlopsis bicolor,DD,gulf_of_mexico,NA,DD
194968,Ariosoma balearicum,LC,europe,0,LC
194968,Ariosoma balearicum,LC,mediterranean,0,LC
194968,Ariosoma balearicum,LC,gulf_of_mexico,0,LC
194969,Conger conger,LC,europe,0,LC
194969,Conger conger,LC,mediterranean,0,LC
194971,Cynoponticus ferox,DD,europe,NA,DD
194971,Cynoponticus ferox,DD,mediterranean,NA,DD
194973,Gymnothorax unicolor,LC,europe,0,LC
194973,Gymnothorax unicolor,DD,mediterranean,NA,DD
194974,Muraena helena,LC,europe,0,LC
194974,Muraena helena,LC,mediterranean,0,LC
194980,Apterichtus anguiformis,LC,europe,0,LC
194980,Apterichtus anguiformis,LC,mediterranean,0,LC
194981,Apterichtus caecus,LC,europe,0,LC
194981,Apterichtus caecus,LC,mediterranean,0,LC
194984,Echelus myrus,LC,europe,0,LC
194984,Echelus myrus,LC,mediterranean,0,LC
194986,Ophisurus serpens,LC,europe,0,LC
194986,Ophisurus serpens,LC,mediterranean,0,LC
194989,Dysomma brevirostre,LC,europe,0,LC
194989,Dysomma brevirostre,DD,mediterranean,NA,DD
194991,Atherina presbyter,LC,europe,0,LC
194991,Atherina presbyter,DD,mediterranean,NA,DD
194992,Bathypterois grallator,LC,europe,0,LC
194992,Bathypterois grallator,DD,mediterranean,NA,DD
194993,Chlorophthalmus agassizi,LC,europe,0,LC
194993,Chlorophthalmus agassizi,LC,mediterranean,0,LC
194995,Evermannella balbo,LC,europe,0,LC
194995,Evermannella balbo,LC,mediterranean,0,LC
194997,Arctozenus risso,LC,europe,0,LC
194997,Arctozenus risso,LC,mediterranean,0,LC
194998,Lestidiops sphyrenoides,LC,europe,0,LC
194998,Lestidiops sphyrenoides,LC,mediterranean,0,LC
195001,Bathysaurus mollis,LC,europe,0,LC
195001,Bathysaurus mollis,DD,mediterranean,NA,DD
195003,Halobatrachus didactylus,LC,europe,0,LC
195003,Halobatrachus didactylus,DD,mediterranean,NA,DD
195038,Lampris guttatus,LC,europe,0,LC
195038,Lampris guttatus,DD,mediterranean,NA,DD
195038,Lampris guttatus,LC,gulf_of_mexico,0,LC
195075,Menticirrhus americanus,LC,gulf_of_mexico,0,LC
195076,Micropogonias furnieri,LC,gulf_of_mexico,0,LC
195091,Brama brama,LC,europe,0,LC
195091,Brama brama,DD,mediterranean,NA,DD
195093,Helicolenus dactylopterus,LC,europe,0,LC
195093,Helicolenus dactylopterus,LC,mediterranean,0,LC
195098,Trachurus lathami,LC,gulf_of_mexico,0,LC
195409,Epinephelus itajara,EN,gulf_of_mexico,0.6,EN
195643,Chilorhinus suensonii,DD,gulf_of_mexico,NA,DD
195672,Anarchias longicauda,DD,europe,NA,DD
195674,Anarchias similis,LC,gulf_of_mexico,0,LC
195680,Echidna catenata,LC,gulf_of_mexico,0,LC
195688,Enchelycore anatina,LC,europe,0,LC
195691,Enchelycore carychroa,LC,gulf_of_mexico,0,LC
195694,Enchelycore nigricans,LC,gulf_of_mexico,0,LC
195708,Gymnothorax bacalladoi,DD,europe,NA,DD
195731,Gymnothorax funebris,LC,gulf_of_mexico,0,LC
195738,Gymnothorax hubbsi,LC,gulf_of_mexico,0,LC
195744,Gymnothorax kolpos,LC,gulf_of_mexico,0,LC
195756,Gymnothorax miliaris,LC,gulf_of_mexico,0,LC
195762,Gymnothorax moringa,LC,gulf_of_mexico,0,LC
195796,Gymnothorax saxicola,LC,gulf_of_mexico,0,LC
195805,Gymnothorax vicinus,DD,europe,NA,DD
195805,Gymnothorax vicinus,LC,gulf_of_mexico,0,LC
195810,Muraena augusti,LC,europe,0,LC
195812,Muraena retifera,LC,gulf_of_mexico,0,LC
195825,Uropterygius macularius,DD,gulf_of_mexico,NA,DD
195838,Aldrovandia phalacra,LC,europe,0,LC
195852,Notacanthus chemnitzii,LC,europe,0,LC
195871,Bathygobius antilliensis,LC,gulf_of_mexico,0,LC
195872,Bathygobius lacertus,LC,gulf_of_mexico,0,LC
195881,Tomicodon reitzae,LC,gulf_of_mexico,0,LC
195883,Eucinostomus havana,LC,gulf_of_mexico,0,LC
195886,Apogon imberbis,LC,europe,0,LC
195886,Apogon imberbis,LC,mediterranean,0,LC
196057,Myxine glutinosa,LC,europe,0,LC
196057,Myxine glutinosa,LC,mediterranean,0,LC
196060,Myxine ios,LC,europe,0,LC
196061,Myxine jespersenae,LC,europe,0,LC
196318,Stolephorus indicus,DD,persian_gulf,NA,DD
196319,Thryssa baelama,DD,persian_gulf,NA,DD
196417,Leiognathus equulus,DD,persian_gulf,NA,DD
196672,Opsanus pardus,LC,gulf_of_mexico,0,LC
196673,Alosa chrysochloris,LC,gulf_of_mexico,0,LC
196674,Neoopisthopterus cubanus,VU,gulf_of_mexico,0.4,VU
196677,Fundulus xenica,LC,gulf_of_mexico,0,LC
196678,Fundulus jenkinsi,VU,gulf_of_mexico,0.4,VU
196679,Fundulus pulvereus,LC,gulf_of_mexico,0,LC
196681,Ogcocephalus declivirostris,LC,gulf_of_mexico,0,LC
196683,Gunterichthys longipenis,LC,gulf_of_mexico,0,LC
196686,Chasmodes longimaxilla,LC,gulf_of_mexico,0,LC
196687,Hypleurochilus caudovittatus,LC,gulf_of_mexico,0,LC
196688,Hypleurochilus multifilis,LC,gulf_of_mexico,0,LC
196689,Microdesmus lanceolatus,LC,gulf_of_mexico,0,LC
196690,Cynoscion arenarius,LC,gulf_of_mexico,0,LC
196693,Gymnachirus texae,LC,gulf_of_mexico,0,LC
196694,Citharichthys abbotti,LC,gulf_of_mexico,0,LC
196695,Prionotus longispinosus,LC,gulf_of_mexico,0,LC
196696,Prionotus paralatus,LC,gulf_of_mexico,0,LC
196806,Bagre marinus,LC,gulf_of_mexico,0,LC
197038,Planiliza abu,LC,persian_gulf,0,LC
197048,Liza persicus,DD,persian_gulf,NA,DD
198547,Bathysolea profundicola,LC,europe,0,LC
198547,Bathysolea profundicola,DD,mediterranean,NA,DD
198550,Pomatoschistus pictus,LC,europe,0,LC
198550,Pomatoschistus pictus,DD,mediterranean,NA,DD
198551,Serranus cabrilla,LC,europe,0,LC
198551,Serranus cabrilla,LC,mediterranean,0,LC
198552,Pomatoschistus norvegicus,LC,europe,0,LC
198552,Pomatoschistus norvegicus,DD,mediterranean,NA,DD
198553,Pegusa lascaris,LC,europe,0,LC
198553,Pegusa lascaris,DD,mediterranean,NA,DD
198554,Callionymus reticulatus,LC,europe,0,LC
198554,Callionymus reticulatus,DD,mediterranean,NA,DD
198555,Epigonus constanciae,LC,europe,0,LC
198555,Epigonus constanciae,DD,mediterranean,NA,DD
198556,Arnoglossus thori,LC,europe,0,LC
198556,Arnoglossus thori,LC,mediterranean,0,LC
198557,Capros aper,LC,europe,0,LC
198557,Capros aper,LC,mediterranean,0,LC
198558,Priacanthus arenatus,LC,europe,0,LC
198558,Priacanthus arenatus,DD,mediterranean,NA,DD
198558,Priacanthus arenatus,LC,gulf_of_mexico,0,LC
198559,Physiculus dalwigki,LC,europe,0,LC
198559,Physiculus dalwigki,LC,mediterranean,0,LC
198560,Scorpaena elongata,LC,europe,0,LC
198560,Scorpaena elongata,LC,mediterranean,0,LC
198561,Kyphosus sectatrix,DD,persian_gulf,NA,DD
198561,Kyphosus sectatrix,DD,europe,NA,DD
198561,Kyphosus sectatrix,DD,mediterranean,NA,DD
198561,Kyphosus sectatrix,LC,gulf_of_mexico,0,LC
198562,Merluccius merluccius,LC,europe,0,LC
198562,Merluccius merluccius,VU,mediterranean,0.4,VU
198563,Stomias boa,LC,europe,0,LC
198563,Stomias boa,LC,mediterranean,0,LC
198564,Cataetyx alleni,LC,europe,0,LC
198564,Cataetyx alleni,LC,mediterranean,0,LC
198565,Sphyraena sphyraena,DD,europe,NA,DD
198565,Sphyraena sphyraena,LC,mediterranean,0,LC
198566,Exocoetus volitans,LC,europe,0,LC
198566,Exocoetus volitans,DD,mediterranean,NA,DD
198566,Exocoetus volitans,LC,gulf_of_mexico,0,LC
198568,Engraulis encrasicolus,LC,europe,0,LC
198568,Engraulis encrasicolus,LC,mediterranean,0,LC
198570,Gobius niger,LC,europe,0,LC
198570,Gobius niger,LC,mediterranean,0,LC
198571,Centrolophus niger,LC,europe,0,LC
198571,Centrolophus niger,LC,mediterranean,0,LC
198573,Belone belone,LC,europe,0,LC
198573,Belone belone,LC,mediterranean,0,LC
198575,Cheilopogon exsiliens,LC,europe,0,LC
198575,Cheilopogon exsiliens,DD,mediterranean,NA,DD
198575,Cheilopogon exsiliens,LC,gulf_of_mexico,0,LC
198576,Cheilopogon heterurus,LC,europe,0,LC
198576,Cheilopogon heterurus,DD,mediterranean,NA,DD
198577,Hyporhamphus picarti,LC,europe,0,LC
198577,Hyporhamphus picarti,LC,mediterranean,0,LC
198578,Beryx decadactylus,NT,europe,0.2,NT
198578,Beryx decadactylus,DD,mediterranean,NA,DD
198579,Hoplostethus mediterraneus,LC,europe,0,LC
198579,Hoplostethus mediterraneus,LC,mediterranean,0,LC
198580,Sardina pilchardus,NT,europe,0.2,NT
198580,Sardina pilchardus,LC,mediterranean,0,LC
198581,Sardinella aurita,LC,europe,0,LC
198581,Sardinella aurita,LC,mediterranean,0,LC
198581,Sardinella aurita,LC,gulf_of_mexico,0,LC
198582,Sardinella maderensis,LC,europe,0,LC
198582,Sardinella maderensis,LC,mediterranean,0,LC
198585,Merlangius merlangus,LC,europe,0,LC
198585,Merlangius merlangus,LC,mediterranean,0,LC
198589,Gaidropsarus granti,DD,europe,NA,DD
198589,Gaidropsarus granti,DD,mediterranean,NA,DD
198590,Gaidropsarus vulgaris,LC,europe,0,LC
198590,Gaidropsarus vulgaris,LC,mediterranean,0,LC
198594,Coryphaenoides guentheri,LC,europe,0,LC
198594,Coryphaenoides guentheri,LC,mediterranean,0,LC
